Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio
Undergraduate,Alone,49638.0,71.0,18.0,10.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,73.0,1.0,0.0,969.270749587855
Postgraduate,Alone,23830.0,3.0,1.0,8.0,6.0,4.0,8.0,16.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,38.0,0.0,0.0,554.1860465116279
Postgraduate,Alone,33051.0,15.0,100.0,71.0,243.0,108.0,81.0,126.5,3.0,9.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Baby Boomers,66.0,0.0,0.0,39.58203592814371
Undergraduate,Partner,72905.0,52.0,407.0,79.5,445.0,120.5,81.0,126.5,1.0,3.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,67.0,0.0,0.0,48.12211221122112
PhD,Partner,69702.0,8.0,664.0,9.0,240.0,50.0,19.0,57.0,2.0,7.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,74.0,1.0,0.0,67.0856592877767
Undergraduate,Alone,70300.0,89.0,1045.0,61.0,338.0,60.0,46.0,46.0,3.0,5.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Gen X,50.0,1.0,0.0,44.04761904761905
PhD,Partner,70643.0,66.0,1218.0,79.5,304.0,23.0,81.0,33.0,1.0,5.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Millennials,41.0,0.0,0.0,38.64496717724289
PhD,Partner,30396.0,22.0,15.0,0.0,6.0,0.0,1.0,12.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,56.0,1.0,0.0,894.0
PhD,Alone,50616.0,56.0,128.0,0.0,16.0,0.0,1.0,4.0,2.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,57.0,1.0,0.0,339.7046979865772
Postgraduate,Alone,62772.0,74.0,581.0,49.0,157.0,43.0,8.0,108.0,1.0,5.0,6.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,56.0,1.0,0.0,66.35517970401692
PhD,Alone,30298.0,48.0,6.0,3.0,12.0,6.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Millennials,40.0,0.0,0.0,969.270749587855
Undergraduate,Alone,52413.0,67.0,185.0,8.0,133.0,56.0,56.0,12.0,2.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Millennials,41.0,1.0,0.0,116.47333333333333
PhD,Partner,44155.0,24.0,22.0,1.0,9.0,0.0,0.0,14.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,68.0,2.0,0.0,959.8913043478261
PhD,Alone,86979.0,67.0,584.0,79.5,556.625,65.0,81.0,35.0,1.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,54.0,0.0,0.0,51.10399529964747
Undergraduate,Partner,76532.0,38.0,355.0,30.0,177.0,90.0,81.0,30.0,4.0,9.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,50.0,2.0,0.0,93.33170731707317
Undergraduate,Partner,42081.0,86.0,175.0,10.0,110.0,54.0,6.0,27.0,2.0,6.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,43.0,1.0,0.0,110.15968586387434
PhD,Partner,67546.0,90.0,864.0,79.5,556.625,120.5,38.0,126.5,1.0,4.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Millennials,37.0,0.0,0.0,31.77140169332079
Postgraduate,Partner,88420.0,87.0,957.0,79.5,556.625,99.0,81.0,126.5,1.0,4.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Millennials,36.0,0.0,0.0,42.73562107298212
Undergraduate,Partner,31158.0,62.0,25.0,6.0,16.0,20.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Millennials,40.0,1.0,0.0,432.75
Undergraduate,Alone,61671.0,23.0,641.0,7.0,56.0,0.0,0.0,28.0,6.0,10.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,57.0,1.0,0.0,84.25
Undergraduate,Alone,69719.0,99.0,273.0,79.5,208.0,120.5,14.0,43.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,51.0,0.0,0.0,87.03995006242197
Undergraduate,Alone,49160.0,29.0,122.0,21.0,43.0,25.0,10.0,15.0,2.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,76.0,1.0,0.0,208.3050847457627
Undergraduate,Partner,24882.0,52.0,1.0,4.0,10.0,29.0,0.0,36.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,47.0,1.0,0.0,311.025
PhD,Alone,90933.0,90.0,1020.0,31.0,430.0,62.0,63.0,79.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,71.0,0.0,0.0,53.96617210682493
PhD,Alone,113734.0,9.0,6.0,2.0,3.0,1.0,81.0,3.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Silent Generation,80.0,0.0,0.0,410.59205776173286
PhD,Partner,59292.0,71.0,378.0,14.0,68.0,19.0,14.0,14.0,2.0,3.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Baby Boomers,75.0,1.0,0.0,116.94674556213018
PhD,Partner,45759.0,13.0,42.0,1.0,18.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,61.0,2.0,0.0,672.9264705882352
Undergraduate,Alone,22148.0,16.0,15.0,5.0,14.0,0.0,4.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Millennials,42.0,0.0,0.0,452.0
Postgraduate,Partner,73395.0,94.0,272.0,7.0,80.0,20.0,7.0,11.0,1.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,38.0,0.0,0.0,184.87405541561714
Undergraduate,Alone,29819.0,77.0,9.0,1.0,24.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,54.0,1.0,0.0,764.5897435897435
Undergraduate,Partner,45688.0,20.0,279.0,0.0,18.0,0.0,0.0,9.0,2.0,3.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,57.0,1.0,0.0,149.30718954248366
Undergraduate,Partner,62820.0,51.0,398.0,61.0,265.0,120.5,61.0,53.0,1.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,71.0,0.0,0.0,64.36475409836065
PhD,Partner,60491.0,81.0,637.0,47.0,237.0,12.0,19.0,76.0,4.0,6.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,54.0,1.0,0.0,58.84338521400778
Undergraduate,Partner,33235.0,71.0,45.0,0.0,16.0,2.0,1.0,6.0,1.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,39.0,1.0,0.0,474.7857142857143
Undergraduate,Partner,35701.0,36.0,21.0,1.0,9.0,7.0,3.0,5.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,66.0,0.0,0.0,776.1086956521739
Postgraduate,Partner,31535.0,95.0,15.0,4.0,13.0,0.0,0.0,19.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,45.0,1.0,0.0,618.3333333333334
Postgraduate,Partner,92556.0,32.0,493.0,79.5,352.0,120.5,23.0,28.0,0.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,65.0,0.0,0.0,73.28266033254157
Undergraduate,Alone,67384.0,32.0,957.0,40.0,175.0,120.5,53.0,107.0,2.0,7.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,55.0,1.0,0.0,45.224161073825506
Postgraduate,Partner,80573.0,85.0,829.0,79.5,430.0,60.0,81.0,15.0,1.0,4.0,6.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,54.0,0.0,0.0,51.517263427109974
Undergraduate,Partner,77870.0,93.0,1017.0,50.0,500.0,65.0,50.0,126.5,3.0,5.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,58.0,1.0,0.0,42.90358126721763
PhD,Alone,52278.0,24.0,953.0,0.0,71.0,0.0,0.0,126.5,6.0,10.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,62.0,1.0,0.0,43.637729549248746
Undergraduate,Alone,57107.0,44.0,159.0,0.0,120.0,0.0,0.0,126.5,6.0,4.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,57.0,1.0,0.0,137.27644230769232
Undergraduate,Partner,18929.0,15.0,32.0,0.0,8.0,23.0,4.0,18.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,35.0,0.0,0.0,222.69411764705882
PhD,Alone,36038.0,82.0,23.0,0.0,15.0,0.0,2.0,7.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Millennials,44.0,1.0,0.0,766.7659574468086
Undergraduate,Alone,20180.0,27.0,18.0,42.0,24.0,15.0,20.0,18.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,49.0,0.0,0.0,147.2992700729927
PhD,Partner,34230.0,72.0,15.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,60.0,2.0,0.0,969.270749587855
Postgraduate,Alone,31878.0,7.0,23.0,4.0,5.0,10.0,5.0,23.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,48.0,1.0,0.0,455.4
Postgraduate,Partner,70932.0,57.0,200.0,79.5,100.0,46.0,81.0,126.5,2.0,6.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,53.0,1.0,0.0,78.03300330033004
Undergraduate,Alone,91249.0,84.0,1226.5,27.0,119.0,71.0,81.0,27.0,0.0,7.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,69.0,0.0,0.0,54.4445107398568
Postgraduate,Alone,77598.0,53.0,1193.0,33.0,281.0,120.5,66.0,33.0,1.0,7.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Silent Generation,82.0,0.0,0.0,44.72507204610951
Undergraduate,Alone,80982.0,48.0,505.0,79.5,401.0,104.0,22.0,22.0,3.0,11.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,66.0,2.0,0.0,67.99496221662469
Postgraduate,Partner,22701.0,2.0,2.0,4.0,9.0,0.0,4.0,5.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,48.0,1.0,0.0,945.875
PhD,Partner,55212.0,65.0,1103.0,0.0,45.0,0.0,0.0,34.0,3.0,4.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,56.0,1.0,0.0,46.71065989847716
Undergraduate,Partner,70617.0,45.0,353.0,61.0,556.625,40.0,46.0,27.0,1.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,55.0,0.0,0.0,55.16953125
Undergraduate,Alone,64849.0,42.0,652.0,48.0,350.0,94.0,81.0,108.0,1.0,9.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,68.0,0.0,0.0,48.53967065868263
Postgraduate,Partner,62694.0,29.0,379.0,6.0,157.0,25.0,81.0,91.0,5.0,9.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,60.0,2.0,0.0,83.70360480640855
PhD,Partner,61917.0,83.0,46.0,4.0,36.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,51.0,2.0,0.0,680.4065934065934
PhD,Partner,67472.0,93.0,162.0,31.0,127.0,8.0,17.0,69.0,2.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Baby Boomers,78.0,1.0,0.0,162.975845410628
Postgraduate,Partner,21059.0,40.0,8.0,3.0,19.0,3.0,3.0,8.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Millennials,43.0,1.0,0.0,478.6136363636364
Postgraduate,Partner,29543.0,47.0,17.0,3.0,18.0,3.0,4.0,18.0,2.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,57.0,2.0,0.0,468.93650793650795
Undergraduate,Partner,75903.0,50.0,340.0,79.5,185.0,120.5,38.0,100.0,2.0,6.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,74.0,1.0,0.0,84.24306326304107
Postgraduate,Partner,34984.0,40.0,8.0,4.0,15.0,3.0,5.0,3.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,50.0,2.0,0.0,920.6315789473684
PhD,Alone,54998.0,3.0,154.0,22.0,202.0,39.0,30.0,8.0,5.0,4.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,69.0,1.0,0.0,120.87472527472528
PhD,Alone,54356.0,62.0,710.0,15.0,30.0,20.0,0.0,0.0,3.0,11.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,76.0,1.0,0.0,70.13677419354839
Postgraduate,Partner,34242.0,25.0,8.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,66.0,1.0,0.0,969.270749587855
Undergraduate,Partner,25410.0,48.0,2.0,2.0,4.0,13.0,13.0,4.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,52.0,1.0,0.0,668.6842105263158
PhD,Partner,73356.0,56.0,1050.0,14.0,322.0,0.0,14.0,112.0,1.0,5.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,41.0,0.0,0.0,48.51587301587302
Undergraduate,Partner,28320.0,68.0,19.0,1.0,14.0,3.0,2.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,75.0,1.0,0.0,658.6046511627907
Undergraduate,Alone,23763.0,64.0,22.0,0.0,6.0,6.0,2.0,6.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,48.0,1.0,0.0,565.7857142857143
Undergraduate,Partner,72570.0,67.0,274.0,79.5,216.0,120.5,81.0,126.5,1.0,4.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Millennials,41.0,0.0,0.0,66.63911845730027
Postgraduate,Partner,34529.0,94.0,68.0,6.0,38.0,3.0,6.0,41.0,2.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,49.0,1.0,0.0,213.14197530864197
Undergraduate,Alone,70792.0,82.0,344.0,45.0,556.625,104.0,11.0,114.0,2.0,3.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,74.0,0.0,0.0,55.65408805031446
Undergraduate,Partner,63211.0,3.0,145.0,79.5,459.0,120.5,26.0,126.5,2.0,3.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Millennials,43.0,0.0,0.0,53.888320545609545
Postgraduate,Partner,83891.0,24.0,217.0,38.0,350.0,111.0,81.0,15.0,1.0,4.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,51.0,1.0,0.0,102.80759803921569
Undergraduate,Alone,36065.0,54.0,18.0,7.0,34.0,10.0,2.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,57.0,2.0,0.0,487.36486486486484
Undergraduate,Partner,39898.0,20.0,69.0,8.0,26.0,12.0,7.0,12.0,2.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,71.0,1.0,0.0,297.74626865671644
PhD,Alone,51141.0,96.0,144.0,0.0,7.0,0.0,0.0,6.0,1.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Silent Generation,85.0,0.0,0.0,325.7388535031847
Undergraduate,Partner,56939.0,19.0,256.0,34.0,103.0,90.0,29.0,49.0,2.0,3.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,49.0,1.0,0.0,101.49554367201426
Undergraduate,Alone,80872.0,60.0,483.0,72.0,556.625,94.0,12.0,108.0,1.0,4.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,74.0,0.0,0.0,60.532934131736525
PhD,Partner,72335.0,2.0,1226.5,79.5,556.625,28.0,21.0,0.0,1.0,10.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,49.0,0.0,0.0,34.57695984703633
PhD,Alone,61798.0,13.0,338.0,4.0,89.0,11.0,8.0,13.0,1.0,4.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,61.0,0.0,0.0,133.47300215982722
PhD,Alone,76842.0,37.0,605.0,10.0,345.0,84.0,54.0,32.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,75.0,0.0,0.0,68.00176991150443
Undergraduate,Partner,29478.0,59.0,8.0,0.0,7.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,49.0,1.0,0.0,969.270749587855
Undergraduate,Alone,46998.0,55.0,172.0,41.0,86.0,45.0,6.0,27.0,5.0,5.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,69.0,1.0,0.0,124.6631299734748
Undergraduate,Alone,96843.0,60.0,448.0,71.0,556.625,40.0,17.0,17.0,1.0,6.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Millennials,35.0,0.0,0.0,62.722150259067355
PhD,Alone,56551.0,48.0,67.0,4.0,32.0,17.0,2.0,16.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,75.0,2.0,0.0,409.78985507246375
Postgraduate,Partner,70053.0,38.0,512.0,53.0,98.0,81.0,81.0,89.0,3.0,8.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Gen X,60.0,1.0,0.0,69.22233201581028
PhD,Alone,71670.0,8.0,1226.5,16.0,128.0,0.0,0.0,126.5,1.0,5.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Baby Boomers,63.0,0.0,0.0,40.5832389580974
Undergraduate,Partner,44359.0,19.0,20.0,0.0,14.0,7.0,3.0,1.0,3.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,47.0,2.0,0.0,969.270749587855
Undergraduate,Alone,40887.0,32.0,50.0,4.0,44.0,10.0,10.0,43.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,73.0,2.0,0.0,253.95652173913044
Undergraduate,Alone,48877.0,27.0,102.0,1.0,15.0,2.0,0.0,24.0,1.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,59.0,1.0,0.0,339.4236111111111
Undergraduate,Partner,74485.0,58.0,499.0,79.5,556.625,120.5,49.0,49.0,1.0,6.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Baby Boomers,78.0,0.0,0.0,42.9555940023068
Undergraduate,Partner,64474.0,59.0,381.0,35.0,172.0,56.0,81.0,93.0,2.0,8.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,53.0,1.0,0.0,78.34021871202916
Undergraduate,Partner,77226.0,29.0,631.0,43.0,239.0,120.5,76.0,21.0,2.0,6.0,8.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,62.0,1.0,0.0,67.86115992970123
Undergraduate,Alone,72643.0,60.0,526.0,79.5,553.0,120.5,81.0,53.0,1.0,3.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,76.0,0.0,0.0,50.83484954513646
Postgraduate,Partner,85738.0,41.0,913.0,26.0,376.0,17.0,26.0,13.0,1.0,3.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,47.0,0.0,0.0,62.536834427425234
Undergraduate,Alone,55686.0,27.0,673.0,0.0,199.0,37.0,47.0,26.0,2.0,6.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,59.0,1.0,0.0,56.70672097759674
Undergraduate,Alone,39062.0,28.0,23.0,0.0,9.0,0.0,0.0,12.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,42.0,1.0,0.0,887.7727272727273
Undergraduate,Partner,34600.0,8.0,199.0,33.0,60.0,8.0,3.0,15.0,5.0,5.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,54.0,2.0,0.0,108.80503144654088
Undergraduate,Partner,40794.0,18.0,261.0,23.0,73.0,4.0,23.0,50.0,2.0,6.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,50.0,1.0,0.0,93.99539170506912
Postgraduate,Partner,54690.0,76.0,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,54.0,2.0,0.0,276.2121212121212
Undergraduate,Partner,4428.0,0.0,16.0,4.0,12.0,2.0,4.0,126.5,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,56.0,1.0,0.0,12.334261838440112
