Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster,Cluster_Category
Undergraduate,Partner,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,10,Gen X,59,2,0,943.95,1,Low Spender
PhD,Alone,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,11,Baby Boomers,62,1,0,40.90726159230096,0,Moderate Spender
Postgraduate,Partner,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,6,Gen X,56,0,1,87.23632385120351,2,High Spender
Undergraduate,Partner,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,1,Millennials,33,0,1,42.081890812250336,0,Moderate Spender
Undergraduate,Alone,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,2,Baby Boomers,71,1,0,53.86472346786248,2,High Spender
PhD,Partner,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,7,Millennials,42,1,0,808.8888888888889,1,Low Spender
Postgraduate,Partner,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,9,Millennials,43,1,1,76.77850589777195,0,Moderate Spender
Undergraduate,Alone,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,7,Baby Boomers,74,0,0,54.30653643876784,2,High Spender
Undergraduate,Partner,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,8,Baby Boomers,69,2,0,95.9752380952381,0,Moderate Spender
PhD,Partner,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,6,Baby Boomers,64,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,4,Baby Boomers,63,1,1,65.65372507869884,0,Moderate Spender
Postgraduate,Alone,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,10,Gen X,54,2,0,656.3970588235294,0,Moderate Spender
Postgraduate,Alone,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,10,Gen X,54,2,0,254.3206106870229,1,Low Spender
Undergraduate,Partner,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,8,Gen X,57,1,0,72.52494331065759,0,Moderate Spender
Postgraduate,Partner,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,9,Gen X,47,0,0,45.70322019147084,0,Moderate Spender
Undergraduate,Partner,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,9,Gen X,56,1,0,683.5945945945946,1,Low Spender
PhD,Alone,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,8,Gen X,60,1,0,139.46134020618555,0,Moderate Spender
Undergraduate,Partner,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,2,Millennials,39,0,0,54.897759103641455,2,High Spender
Postgraduate,Partner,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,5,Baby Boomers,67,0,0,49.44213104715248,2,High Spender
Postgraduate,Partner,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,5,Gen X,50,1,0,131.03468208092485,1,Low Spender
Undergraduate,Alone,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,10,Millennials,38,1,0,295.3131313131313,1,Low Spender
Undergraduate,Partner,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,3,Baby Boomers,66,1,0,208.8883720930233,0,Moderate Spender
PhD,Partner,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,2,Baby Boomers,63,1,0,58.8729817007535,0,Moderate Spender
Undergraduate,Partner,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,3,Gen X,51,1,0,220.027397260274,0,Moderate Spender
Undergraduate,Partner,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,9,Gen X,48,2,0,314.9942528735632,0,Moderate Spender
Undergraduate,Partner,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,12,Gen X,47,2,0,451.9565217391304,0,Moderate Spender
PhD,Partner,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,9,Gen X,55,0,0,76.36501901140684,2,High Spender
Undergraduate,Partner,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,3,Baby Boomers,68,1,1,173.6109090909091,0,Moderate Spender
Postgraduate,Partner,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,8,Baby Boomers,70,1,0,107.27768313458262,0,Moderate Spender
PhD,Alone,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,9,Baby Boomers,71,1,0,34.49638989169675,0,Moderate Spender
PhD,Partner,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,2,Millennials,43,1,0,203.2264150943396,1,Low Spender
Postgraduate,Alone,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,6,Baby Boomers,72,0,3,82.9619140625,2,High Spender
Postgraduate,Alone,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,4,Gen X,57,1,0,773.4571428571429,1,Low Spender
Postgraduate,Partner,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,8,Baby Boomers,68,0,0,65.40115163147793,2,High Spender
Postgraduate,Partner,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,12,Gen X,60,2,0,166.41772151898735,2,High Spender
PhD,Partner,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,9,Gen X,50,0,3,155.89946140035906,2,High Spender
PhD,Partner,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,6,Baby Boomers,62,2,0,447.0,1,Low Spender
Undergraduate,Partner,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,7,Millennials,35,0,0,436.1304347826087,1,Low Spender
PhD,Partner,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,1,Gen X,59,1,0,118.73456790123456,0,Moderate Spender
Undergraduate,Alone,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,2,Millennials,37,1,0,735.5294117647059,1,Low Spender
Postgraduate,Alone,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,9,Millennials,30,0,2,60.9941391941392,2,High Spender
Undergraduate,Partner,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,5,Gen X,50,1,0,969.270749587855,1,Low Spender
PhD,Partner,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,10,Gen X,47,0,0,51.50535331905782,2,High Spender
Undergraduate,Partner,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,1,Baby Boomers,64,0,0,40.825921219822106,2,High Spender
PhD,Alone,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,9,Millennials,41,0,0,62.53439153439153,2,High Spender
Postgraduate,Alone,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,8,Gen X,54,1,2,61.04354971240756,2,High Spender
Postgraduate,Alone,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,11,Baby Boomers,74,3,0,565.2135922330098,0,Moderate Spender
Postgraduate,Partner,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,7,Gen X,49,0,0,250.28571428571428,1,Low Spender
PhD,Partner,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,1,Gen X,53,0,0,45.6484375,2,High Spender
Undergraduate,Partner,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,9,Millennials,40,1,0,92.95352839931154,0,Moderate Spender
PhD,Partner,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,11,Gen X,59,1,0,74.42133620689656,2,High Spender
Postgraduate,Alone,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,12,Gen X,50,0,0,817.7142857142857,1,Low Spender
Undergraduate,Alone,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,8,Gen X,46,1,0,145.81367924528303,0,Moderate Spender
Undergraduate,Partner,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,10,Gen X,54,1,0,73.83958333333334,2,High Spender
Undergraduate,Partner,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,11,Millennials,43,0,1,44.44308681672026,2,High Spender
Undergraduate,Alone,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,10,Gen X,52,2,1,91.78048780487804,0,Moderate Spender
Postgraduate,Partner,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,9,Gen X,57,2,0,597.9818181818182,1,Low Spender
Undergraduate,Alone,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,5,Millennials,41,1,0,969.270749587855,1,Low Spender
Postgraduate,Partner,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,10,Gen X,54,1,0,83.20980926430518,1,Low Spender
Postgraduate,Partner,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,3,Gen X,48,0,3,36.47585290208241,2,High Spender
PhD,Alone,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,3,Gen X,58,1,0,634.3333333333334,1,Low Spender
Undergraduate,Alone,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,6,Baby Boomers,61,1,0,66.6653956148713,2,High Spender
Undergraduate,Alone,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,4,Gen X,53,2,0,927.1458333333334,0,Moderate Spender
PhD,Alone,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,1,Baby Boomers,77,1,0,87.88321167883211,0,Moderate Spender
Undergraduate,Alone,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,4,Baby Boomers,73,1,0,969.270749587855,0,Moderate Spender
Postgraduate,Alone,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,2,Millennials,38,0,0,554.1860465116279,1,Low Spender
Postgraduate,Alone,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,8,Baby Boomers,66,0,0,39.58203592814371,1,Low Spender
Undergraduate,Partner,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,1,Baby Boomers,67,0,1,48.12211221122112,2,High Spender
PhD,Partner,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,2,Baby Boomers,74,1,0,67.0856592877767,2,High Spender
Undergraduate,Alone,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,7,Gen X,50,1,0,44.04761904761905,2,High Spender
PhD,Partner,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,10,Millennials,41,0,0,38.64496717724289,2,High Spender
PhD,Partner,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,4,Gen X,56,1,1,894.0,1,Low Spender
PhD,Alone,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,4,Gen X,57,1,0,339.7046979865772,0,Moderate Spender
Postgraduate,Alone,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,5,Gen X,56,1,1,66.35517970401692,0,Moderate Spender
PhD,Alone,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,5,Millennials,40,0,0,969.270749587855,1,Low Spender
Undergraduate,Alone,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,11,Millennials,41,1,0,116.47333333333331,0,Moderate Spender
PhD,Partner,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,1,Baby Boomers,68,2,0,959.891304347826,0,Moderate Spender
PhD,Alone,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,11,Gen X,54,0,1,51.10399529964747,2,High Spender
Undergraduate,Partner,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,9,Gen X,50,2,0,93.33170731707315,2,High Spender
Undergraduate,Partner,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,2,Millennials,43,1,1,110.15968586387434,0,Moderate Spender
PhD,Partner,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,8,Millennials,37,0,0,31.77140169332079,2,High Spender
Postgraduate,Partner,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,5,Millennials,36,0,3,42.73562107298212,2,High Spender
Undergraduate,Partner,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,1,Millennials,40,1,0,432.75,1,Low Spender
Undergraduate,Alone,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,6,Gen X,57,1,2,84.25,0,Moderate Spender
Undergraduate,Alone,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,5,Gen X,51,0,0,87.03995006242197,2,High Spender
Undergraduate,Alone,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,10,Baby Boomers,76,1,0,208.3050847457627,0,Moderate Spender
Undergraduate,Partner,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,9,Gen X,47,1,1,311.025,1,Low Spender
PhD,Alone,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,3,Baby Boomers,71,0,1,53.96617210682493,2,High Spender
PhD,Alone,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,5,Silent Generation,80,0,0,410.59205776173286,2,High Spender
PhD,Partner,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,6,Baby Boomers,75,1,0,116.94674556213018,0,Moderate Spender
PhD,Partner,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,2,Baby Boomers,61,2,0,672.9264705882352,0,Moderate Spender
Undergraduate,Alone,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,4,Millennials,42,0,0,452.0,1,Low Spender
Postgraduate,Partner,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,3,Millennials,38,0,0,184.87405541561716,2,High Spender
Undergraduate,Alone,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,10,Gen X,54,1,0,764.5897435897435,1,Low Spender
Undergraduate,Partner,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,1,Gen X,57,1,1,149.30718954248366,0,Moderate Spender
Undergraduate,Partner,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,5,Baby Boomers,71,0,0,64.36475409836065,0,Moderate Spender
PhD,Partner,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,9,Gen X,54,1,0,58.84338521400778,0,Moderate Spender
Undergraduate,Partner,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,2,Millennials,39,1,0,474.7857142857143,1,Low Spender
Undergraduate,Partner,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,3,Baby Boomers,66,0,0,776.1086956521739,1,Low Spender
Postgraduate,Partner,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,9,Gen X,45,1,1,618.3333333333334,1,Low Spender
Postgraduate,Partner,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,4,Baby Boomers,65,0,0,73.28266033254157,2,High Spender
Undergraduate,Alone,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,11,Gen X,55,1,1,45.22416107382551,2,High Spender
Postgraduate,Partner,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,10,Gen X,54,0,0,51.51726342710997,2,High Spender
Undergraduate,Partner,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,8,Gen X,58,1,2,42.90358126721763,2,High Spender
PhD,Alone,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,1,Baby Boomers,62,1,0,43.637729549248746,0,Moderate Spender
Undergraduate,Alone,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,8,Gen X,57,1,2,137.27644230769232,0,Moderate Spender
Undergraduate,Partner,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,2,Millennials,35,0,0,222.6941176470588,1,Low Spender
PhD,Alone,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,5,Millennials,44,1,0,766.7659574468086,1,Low Spender
Undergraduate,Alone,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,2,Gen X,49,0,0,147.2992700729927,1,Low Spender
PhD,Partner,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,12,Gen X,60,2,0,969.270749587855,1,Low Spender
Postgraduate,Alone,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,6,Gen X,48,1,0,455.4,1,Low Spender
Postgraduate,Partner,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,1,Gen X,53,1,0,78.03300330033004,2,High Spender
Undergraduate,Alone,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,10,Baby Boomers,69,0,4,54.4445107398568,2,High Spender
Postgraduate,Alone,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,10,Silent Generation,82,0,1,44.72507204610951,2,High Spender
Undergraduate,Alone,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,1,Baby Boomers,66,2,0,67.99496221662469,2,High Spender
Postgraduate,Partner,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,9,Gen X,48,1,0,945.875,1,Low Spender
PhD,Partner,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,11,Gen X,56,1,2,46.71065989847716,0,Moderate Spender
Undergraduate,Partner,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,6,Gen X,55,0,0,55.16953125,2,High Spender
Undergraduate,Alone,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,11,Baby Boomers,68,0,0,48.53967065868263,2,High Spender
Postgraduate,Partner,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,6,Gen X,60,2,0,83.70360480640855,0,Moderate Spender
PhD,Partner,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,11,Gen X,51,2,0,680.4065934065934,0,Moderate Spender
PhD,Partner,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,9,Baby Boomers,78,1,0,162.975845410628,2,High Spender
Postgraduate,Partner,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,1,Millennials,43,1,0,478.6136363636364,1,Low Spender
Postgraduate,Partner,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,4,Gen X,57,2,0,468.936507936508,1,Low Spender
Undergraduate,Partner,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,4,Baby Boomers,74,1,0,84.24306326304107,2,High Spender
Postgraduate,Partner,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,9,Gen X,50,2,0,920.6315789473684,1,Low Spender
PhD,Alone,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,3,Baby Boomers,69,1,0,120.87472527472528,0,Moderate Spender
PhD,Alone,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,11,Baby Boomers,76,1,0,70.13677419354839,0,Moderate Spender
Postgraduate,Partner,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,3,Baby Boomers,66,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,8,Gen X,52,1,0,668.6842105263158,1,Low Spender
PhD,Partner,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,2,Millennials,41,0,3,48.51587301587302,2,High Spender
Undergraduate,Partner,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,1,Baby Boomers,75,1,0,658.6046511627907,1,Low Spender
Undergraduate,Alone,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,8,Gen X,48,1,0,565.7857142857143,1,Low Spender
Undergraduate,Partner,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,4,Millennials,41,0,0,66.63911845730027,2,High Spender
Postgraduate,Partner,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,9,Gen X,49,1,0,213.141975308642,1,Low Spender
Undergraduate,Alone,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,2,Baby Boomers,74,0,0,55.65408805031446,2,High Spender
Undergraduate,Partner,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,11,Millennials,43,0,0,53.888320545609545,0,Moderate Spender
Postgraduate,Partner,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,6,Gen X,51,1,0,102.80759803921568,2,High Spender
Undergraduate,Alone,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,3,Gen X,57,2,0,487.3648648648648,1,Low Spender
Undergraduate,Partner,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,2,Baby Boomers,71,1,0,297.74626865671644,1,Low Spender
PhD,Alone,51141.0,96,144,0,7,0,0,6,1,3,1,4,5,7,Silent Generation,85,0,0,325.7388535031847,0,Moderate Spender
Undergraduate,Partner,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,9,Gen X,49,1,0,101.49554367201426,0,Moderate Spender
Undergraduate,Alone,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,5,Baby Boomers,74,0,0,60.532934131736525,2,High Spender
PhD,Partner,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,8,Gen X,49,0,0,34.57695984703633,2,High Spender
PhD,Alone,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,11,Baby Boomers,61,0,0,133.47300215982722,0,Moderate Spender
PhD,Alone,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,5,Baby Boomers,75,0,0,68.00176991150443,2,High Spender
Undergraduate,Partner,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,1,Gen X,49,1,0,969.270749587855,1,Low Spender
Undergraduate,Alone,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,10,Baby Boomers,69,1,1,124.6631299734748,0,Moderate Spender
Undergraduate,Alone,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,4,Millennials,35,0,1,62.72215025906736,2,High Spender
PhD,Alone,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,5,Baby Boomers,75,2,0,409.78985507246375,0,Moderate Spender
Postgraduate,Partner,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,7,Gen X,60,1,0,69.22233201581028,2,High Spender
PhD,Alone,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,7,Baby Boomers,63,0,3,40.5832389580974,2,High Spender
Undergraduate,Partner,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,6,Gen X,47,2,0,969.270749587855,0,Moderate Spender
Undergraduate,Alone,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,5,Baby Boomers,73,2,0,253.95652173913044,0,Moderate Spender
Undergraduate,Alone,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,1,Gen X,59,1,0,339.4236111111111,0,Moderate Spender
Undergraduate,Partner,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,8,Baby Boomers,78,0,0,42.9555940023068,2,High Spender
Undergraduate,Partner,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,10,Gen X,53,1,0,78.34021871202916,2,High Spender
Undergraduate,Partner,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,2,Baby Boomers,62,1,0,67.86115992970123,2,High Spender
Undergraduate,Alone,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,2,Baby Boomers,76,0,1,50.83484954513646,2,High Spender
Postgraduate,Partner,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,1,Gen X,47,0,2,62.536834427425234,2,High Spender
Undergraduate,Alone,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,2,Gen X,59,1,1,56.70672097759674,0,Moderate Spender
Undergraduate,Alone,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,3,Millennials,42,1,1,887.7727272727273,1,Low Spender
Undergraduate,Partner,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,1,Gen X,54,2,0,108.80503144654088,1,Low Spender
Undergraduate,Partner,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,4,Gen X,50,1,0,93.99539170506912,0,Moderate Spender
Postgraduate,Partner,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,11,Gen X,54,2,0,276.2121212121212,0,Moderate Spender
Undergraduate,Partner,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,10,Gen X,56,1,0,12.334261838440112,1,Low Spender
Postgraduate,Partner,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,8,Baby Boomers,62,0,0,56.65277777777778,1,Low Spender
PhD,Alone,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,9,Gen X,57,2,0,434.5,1,Low Spender
Undergraduate,Partner,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,4,Gen X,46,1,0,583.8253968253969,1,Low Spender
Postgraduate,Alone,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,12,Millennials,41,1,1,969.270749587855,1,Low Spender
Undergraduate,Partner,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,2,Millennials,41,1,0,127.30569948186528,1,Low Spender
PhD,Alone,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,9,Gen X,51,1,0,252.5643564356436,1,Low Spender
Undergraduate,Partner,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,2,Baby Boomers,74,0,2,42.80506558118498,2,High Spender
Postgraduate,Partner,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,6,Baby Boomers,63,1,0,418.9,0,Moderate Spender
Undergraduate,Alone,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,2,Gen X,50,2,0,128.19518072289156,0,Moderate Spender
Undergraduate,Partner,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,12,Baby Boomers,68,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,2,Gen X,47,2,0,217.1596958174905,0,Moderate Spender
Undergraduate,Partner,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,6,Millennials,34,0,0,130.72010178117048,0,Moderate Spender
Undergraduate,Partner,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,10,Millennials,39,1,0,159.7074829931973,1,Low Spender
Undergraduate,Partner,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,4,Baby Boomers,69,1,0,131.18735891647856,0,Moderate Spender
PhD,Alone,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,12,Baby Boomers,62,0,1,37.26659856996936,2,High Spender
Postgraduate,Partner,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,3,Gen X,54,1,0,228.683908045977,1,Low Spender
Postgraduate,Alone,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,10,Baby Boomers,78,0,1,41.367613892647725,2,High Spender
Undergraduate,Alone,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,4,Baby Boomers,67,1,2,55.867534003548194,2,High Spender
Undergraduate,Partner,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,4,Baby Boomers,65,2,0,546.88,1,Low Spender
Postgraduate,Partner,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,5,Gen X,45,0,3,119.34116192830656,2,High Spender
Undergraduate,Partner,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,8,Gen X,50,0,1,88.49720670391062,2,High Spender
PhD,Partner,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,12,Gen X,50,1,0,116.85743801652892,0,Moderate Spender
PhD,Partner,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,1,Gen X,52,1,1,79.04116222760291,1,Low Spender
Postgraduate,Alone,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,1,Gen X,45,1,0,203.94561933534743,2,High Spender
Undergraduate,Alone,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,3,Gen X,55,1,0,968.24,1,Low Spender
PhD,Alone,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,12,Gen X,58,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,9,Gen X,55,1,0,199.81739130434784,1,Low Spender
Undergraduate,Alone,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,6,Gen X,59,0,0,969.270749587855,1,Low Spender
Postgraduate,Alone,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,9,Gen X,53,2,0,504.5978260869565,0,Moderate Spender
Undergraduate,Partner,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,11,Gen X,48,1,0,584.0,1,Low Spender
Undergraduate,Partner,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,11,Gen X,55,1,0,43.5,0,Moderate Spender
Undergraduate,Alone,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,2,Baby Boomers,61,1,1,94.41723356009072,0,Moderate Spender
PhD,Alone,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,9,Baby Boomers,66,1,0,243.12720848056537,2,High Spender
PhD,Partner,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,3,Gen X,59,1,0,88.10441767068274,2,High Spender
