Education,Marital_Status,Income,Recency,Deals,online,Catalog,Store,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster
PhD,Partner,0.3716391007154023,98,1,3,3,5,3,3,Gen X,52,1,0,205.38636363636363,1
Undergraduate,Partner,0.5313727223637581,31,1,4,7,10,1,6,Millennials,39,0,4,38.716736207695874,2
Postgraduate,Partner,0.5007060373330077,30,1,8,7,7,4,8,Baby Boomers,66,1,3,50.79947575360419,2
Undergraduate,Partner,0.2912161497678429,98,1,1,0,4,5,4,Gen X,47,1,0,596.4347826086956,1
Undergraduate,Partner,0.5155528791662786,92,1,5,8,12,3,11,Gen X,59,0,1,50.34314339386349,2
Undergraduate,Alone,0.13619835416797774,41,2,3,0,3,6,5,Millennials,33,1,0,292.90625,0
Undergraduate,Partner,0.25228672134051866,68,6,6,1,5,8,11,Millennials,41,1,0,70.8169014084507,0
Undergraduate,Alone,0.406549235181471,78,2,6,3,6,5,5,Baby Boomers,69,1,0,56.44798500468603,1
Undergraduate,Partner,0.16104490364899937,46,2,2,0,3,7,5,Gen X,48,2,0,713.1612903225806,0
Undergraduate,Partner,0.3117542820490259,71,5,4,1,4,7,9,Gen X,51,2,0,210.38862559241707,1
PhD,Partner,0.37872165469380303,6,4,7,5,9,6,11,Gen X,49,1,1,63.19726339794755,1
Undergraduate,Partner,0.1282498496114975,82,1,1,0,2,8,1,Gen X,46,1,0,1608.0,0
PhD,Partner,0.5756350189885565,71,1,7,5,12,3,5,Millennials,42,0,3,45.472468043264506,2
Undergraduate,Alone,0.564882149017196,32,1,5,6,7,2,12,Millennials,34,0,3,45.34053239578101,2
PhD,Alone,0.5266185554156095,28,0,6,5,13,2,4,Baby Boomers,63,0,1,48.974495848161325,2
PhD,Alone,0.27414663162567865,20,5,6,1,5,8,1,Millennials,43,1,0,118.86728395061728,1
Postgraduate,Alone,0.12041252218107663,10,3,2,1,3,6,4,Gen X,46,1,0,241.34782608695653,0
Undergraduate,Partner,0.30035116757003033,7,5,4,1,6,8,10,Baby Boomers,70,2,0,168.9920634920635,1
Undergraduate,Alone,0.17136385599834741,67,1,1,1,2,6,1,Gen X,60,1,0,435.72222222222223,0
Postgraduate,Partner,0.48689564362578375,48,4,9,2,12,5,3,Baby Boomers,64,2,0,77.67738589211618,2
Undergraduate,Partner,0.4668081595485806,61,2,7,6,13,4,2,Baby Boomers,74,1,0,53.58477769404672,2
PhD,Partner,0.32743902164039806,36,2,2,0,3,6,3,Baby Boomers,61,2,0,689.8529411764706,1
Undergraduate,Partner,0.13577921915171895,77,1,1,1,2,8,12,Baby Boomers,66,0,0,311.5,0
Undergraduate,Alone,0.2658399247879865,90,1,1,1,2,7,4,Baby Boomers,70,2,1,677.1636363636363,1
Undergraduate,Partner,0.5258890332962141,35,1,3,5,12,1,3,Gen X,59,0,1,56.61195054945055,2
Postgraduate,Alone,0.4893219350656353,38,1,5,2,10,4,5,Baby Boomers,67,1,0,133.82238010657193,2
Undergraduate,Alone,0.4610766351182598,46,4,7,10,5,5,2,Baby Boomers,71,1,0,46.5718085106383,2
Undergraduate,Alone,0.509121212482224,33,2,8,1,8,6,4,Gen X,58,2,0,140.32978723404256,2
Undergraduate,Partner,0.5002745748765433,70,1,4,5,13,1,11,Baby Boomers,62,0,1,68.83288888888889,2
Undergraduate,Partner,0.3761348559122081,51,4,6,1,6,7,5,Baby Boomers,66,1,1,153.58659217877096,1
PhD,Partner,0.29918841368231586,18,1,1,0,3,8,12,Gen X,54,1,0,1009.595238095238,1
Undergraduate,Partner,0.3806983920208992,97,2,4,1,3,6,4,Baby Boomers,61,1,1,303.04891304347825,1
Undergraduate,Partner,0.2661553853136756,32,5,6,3,5,8,4,Millennials,42,1,0,81.0695652173913,1
PhD,Alone,0.3191601248289383,9,1,3,1,3,8,5,Silent Generation,80,0,0,314.3172413793104,1
Undergraduate,Partner,0.4625733421025833,6,1,6,5,13,4,1,Baby Boomers,78,0,0,51.10537790697674,2
PhD,Alone,0.39423067390657646,80,2,11,3,7,8,1,Gen X,56,1,0,73.3409090909091,1
Undergraduate,Partner,0.5226809331444877,74,1,4,11,7,2,10,Baby Boomers,73,0,0,59.18596237337192,2
Undergraduate,Partner,0.20587219486171596,49,1,1,0,2,7,11,Baby Boomers,78,0,0,1013.8928571428572,0
Postgraduate,Partner,0.44357223356293524,21,1,6,4,13,2,9,Baby Boomers,79,0,0,64.6999031945789,2
Undergraduate,Alone,0.4603030892646784,95,3,7,3,10,5,5,Gen X,56,1,0,79.25283446712018,2
PhD,Partner,0.5153582763219022,56,2,4,4,5,2,3,Baby Boomers,76,0,3,36.01972209771403,2
PhD,Partner,0.4241638045425869,48,3,8,3,5,6,10,Baby Boomers,64,1,1,57.53133514986376,2
Undergraduate,Partner,0.3154953332786471,26,5,5,1,5,6,9,Gen X,51,1,0,121.92140921409214,1
Postgraduate,Alone,0.22980197833329957,3,1,1,0,3,7,2,Gen X,45,1,0,663.7291666666666,0
PhD,Alone,0.355826963374743,39,4,7,1,7,8,2,Baby Boomers,76,1,1,110.42612419700214,1
Undergraduate,Alone,0.2196173773349157,33,3,2,0,3,7,12,Gen X,54,2,0,690.2727272727273,0
Undergraduate,Alone,0.1155429764982076,42,4,1,1,4,3,3,Gen X,46,2,0,421.42105263157896,0
Undergraduate,Partner,0.29099823946270725,80,3,2,1,3,6,11,Gen X,57,2,0,507.65432098765433,1
Postgraduate,Alone,0.28226205741001903,9,2,5,1,2,9,8,Gen X,54,1,0,238.1017964071856,1
PhD,Partner,0.2755276538666101,52,2,1,0,4,4,5,Baby Boomers,70,2,0,860.5555555555555,1
Undergraduate,Partner,0.5030990908366798,78,3,7,4,7,5,5,Gen X,53,1,0,117.44126506024097,2
Postgraduate,Partner,0.4217089402091082,68,3,7,2,8,4,9,Baby Boomers,61,1,0,101.13344051446946,2
Postgraduate,Alone,0.0964083231021904,45,2,2,0,3,7,3,Gen X,46,1,0,281.9375,0
Undergraduate,Partner,0.40226300747552696,47,2,3,3,8,2,10,Gen X,50,1,0,129.02603036876357,1
Undergraduate,Partner,0.47222364978811965,34,1,9,7,9,5,8,Gen X,48,1,0,67.21062441752098,2
Postgraduate,Partner,0.15992747901365859,81,2,2,1,3,6,9,Millennials,39,1,0,399.1818181818182,0
Undergraduate,Partner,0.4451997387538311,72,3,9,2,12,6,3,Baby Boomers,69,1,0,68.78176229508196,2
PhD,Alone,0.2629303722346428,23,1,1,0,3,5,6,Gen X,45,1,0,1840.1,0
Undergraduate,Partner,0.4708109443028836,29,1,2,8,6,1,5,Millennials,43,0,0,62.53524804177545,2
Undergraduate,Partner,0.20489460600657997,80,1,2,0,3,6,6,Baby Boomers,64,0,0,656.953488372093,0
Postgraduate,Partner,0.3329737215461671,30,2,3,2,3,7,10,Gen X,50,1,1,213.42857142857144,1
PhD,Alone,0.18556685711773185,15,3,3,0,3,9,9,Gen X,51,1,0,252.5643564356436,0
PhD,Partner,0.3524751931876482,86,1,4,1,4,6,4,Baby Boomers,79,0,0,244.07655502392345,1
Undergraduate,Alone,0.46405702990476805,68,1,3,5,12,2,10,Millennials,40,0,0,72.9297520661157,2
PhD,Partner,0.5409985026887916,54,1,2,7,7,0,6,Baby Boomers,73,0,0,73.331330472103,2
Undergraduate,Partner,0.300846356942466,44,1,1,0,3,6,3,Gen X,58,1,0,1777.6666666666667,1
Undergraduate,Partner,0.30035116757003033,7,5,4,1,6,8,10,Baby Boomers,70,2,0,168.9920634920635,1
Undergraduate,Alone,0.21539541482151983,87,4,3,1,4,8,8,Millennials,40,1,0,180.3636363636364,0
PhD,Partner,0.20993986013813656,59,2,5,1,5,8,10,Gen X,48,0,0,107.70631970260224,0
PhD,Partner,0.28013893497639686,16,1,3,1,2,7,8,Gen X,52,1,0,386.61764705882354,1
Postgraduate,Partner,0.4354779536815598,1,1,2,3,13,1,8,Millennials,41,0,0,141.80043383947938,2
Undergraduate,Alone,0.14697543534035074,64,2,2,0,3,6,12,Gen X,46,1,0,429.6595744680851,0
PhD,Alone,0.2996333426122604,72,3,2,1,4,5,2,Gen X,49,2,0,294.9513888888889,1
Undergraduate,Partner,0.43114149371554455,98,1,9,4,10,6,10,Gen X,57,0,0,48.27354260089686,2
Undergraduate,Partner,0.46747998586644346,91,2,11,2,10,7,11,Baby Boomers,66,1,0,77.6793893129771,2
Undergraduate,Partner,0.24830777244708452,8,5,5,2,5,8,1,Gen X,54,2,0,108.80503144654088,0
Undergraduate,Alone,0.3274019382491176,20,4,5,1,4,8,11,Gen X,58,2,0,185.3913043478261,1
Undergraduate,Partner,0.3408468379484412,6,5,6,3,6,6,9,Gen X,52,1,0,97.796812749004,1
Undergraduate,Partner,0.2581262606748507,54,1,2,0,4,6,12,Millennials,42,1,0,303.1512605042017,0
Postgraduate,Partner,0.4100208077146307,72,13,2,2,12,8,8,Gen X,46,2,0,48.6712,1
Undergraduate,Partner,0.4995515880252563,46,1,6,6,11,3,11,Gen X,46,1,0,79.77089783281734,2
Undergraduate,Partner,0.24446067296254487,11,3,2,1,3,5,8,Baby Boomers,75,2,0,447.7105263157895,0
PhD,Alone,0.33977298941041334,21,2,1,0,4,4,4,Baby Boomers,62,2,0,789.0,1
Postgraduate,Partner,0.5243421052875831,89,1,3,9,13,1,8,Baby Boomers,63,0,1,59.42257597684515,2
Undergraduate,Alone,0.26881312878184166,82,1,2,1,3,6,2,Gen X,49,1,0,448.7738095238095,1
Undergraduate,Partner,0.2447829493105862,69,5,3,3,3,6,7,Baby Boomers,73,2,1,133.6235294117647,0
Postgraduate,Partner,0.20678607402818378,55,1,1,1,2,6,6,Baby Boomers,65,2,0,663.2558139534884,0
Undergraduate,Alone,0.419625729285151,13,1,3,2,8,3,10,Baby Boomers,70,1,0,157.12311557788945,2
Postgraduate,Alone,0.25943695927277316,80,2,3,0,3,6,4,Gen X,48,1,0,477.2763157894737,0
Undergraduate,Partner,0.42451160429197465,97,2,6,3,4,4,6,Baby Boomers,61,2,1,70.29268292682927,2
Postgraduate,Partner,0.4915902657966816,27,1,7,5,8,4,5,Millennials,44,1,0,92.0704738760632,2
Undergraduate,Partner,0.5053519389221766,99,2,7,7,10,3,6,Gen X,49,1,0,66.51060220525869,2
Undergraduate,Partner,0.49121256780894135,87,1,10,5,13,6,10,Gen X,51,1,1,39.407600208224885,2
Postgraduate,Partner,0.40171230718310413,85,2,3,1,4,5,4,Baby Boomers,74,2,0,321.0,1
Undergraduate,Alone,0.26469554543949836,30,9,5,1,8,7,3,Gen X,59,2,0,85.61200923787528,1
Undergraduate,Partner,0.3136171574364351,82,2,1,1,2,7,1,Baby Boomers,74,2,1,1314.3823529411766,1
Undergraduate,Partner,0.3701893105330624,21,5,5,5,12,5,6,Baby Boomers,67,1,0,59.51157662624036,1
PhD,Alone,0.04537871842775128,92,0,23,1,1,0,12,Gen X,59,2,0,17.173076923076923,0
Undergraduate,Alone,0.1358615631099647,95,4,2,0,4,5,6,Baby Boomers,61,2,0,425.02272727272725,0
Undergraduate,Partner,0.5653499590656133,2,1,4,6,6,1,4,Baby Boomers,69,0,0,56.90743073047859,2
PhD,Alone,0.4231365283058235,74,1,3,5,8,3,11,Gen X,51,0,1,35.14691151919867,2
Undergraduate,Partner,0.2692128195182691,49,2,1,0,3,8,10,Gen X,59,2,0,943.95,1
PhD,Alone,0.326492965325865,71,6,4,4,7,9,11,Baby Boomers,62,1,0,40.90726159230096,1
Postgraduate,Partner,0.5121469878937545,72,1,4,3,6,1,6,Gen X,56,0,1,87.23632385120351,2
Undergraduate,Partner,0.4234060799251865,68,1,2,3,6,7,1,Millennials,33,0,1,42.081890812250336,2
Undergraduate,Alone,0.471977640090888,4,3,5,4,8,2,2,Baby Boomers,71,1,0,53.86472346786248,2
PhD,Partner,0.15908676194217902,80,1,1,0,3,9,7,Millennials,42,1,0,808.8888888888889,0
Postgraduate,Partner,0.3970940121692345,15,2,9,2,9,5,9,Millennials,43,1,1,76.77850589777195,1
Undergraduate,Alone,0.4731055783289006,70,1,5,7,9,7,7,Baby Boomers,74,0,0,54.30653643876784,2
Undergraduate,Partner,0.34870080619580784,91,3,6,2,8,5,8,Baby Boomers,69,2,0,95.9752380952381,1
PhD,Partner,0.23472342540787522,10,1,1,0,2,7,6,Baby Boomers,64,2,0,3620.3333333333335,0
Undergraduate,Partner,0.4198117055483532,99,3,5,3,5,4,4,Baby Boomers,63,1,1,65.65372507869884,2
Postgraduate,Alone,0.31327871084039016,25,2,2,0,3,7,10,Gen X,54,2,0,656.3970588235294,1
Postgraduate,Alone,0.2396814983352267,34,3,2,1,4,6,10,Gen X,54,2,0,254.3206106870229,0
Undergraduate,Partner,0.4276643261937723,57,3,4,4,12,2,8,Gen X,57,1,0,72.52494331065759,2
Postgraduate,Partner,0.3614819926275083,84,2,9,5,9,7,9,Gen X,47,0,0,45.70322019147084,1
Undergraduate,Partner,0.18402720544482587,51,1,1,1,2,8,9,Gen X,56,1,0,683.5945945945946,0
PhD,Alone,0.370982517409253,97,2,5,2,6,5,8,Gen X,60,1,0,139.46134020618555,1
Undergraduate,Partner,0.5052381235461137,13,1,4,6,5,2,2,Millennials,39,0,0,54.897759103641455,2
Postgraduate,Partner,0.51729749101066,92,1,3,11,9,1,5,Baby Boomers,67,0,0,49.44213104715248,2
Postgraduate,Partner,0.16513147756583166,30,3,4,1,2,9,5,Gen X,50,1,0,131.03468208092485,0
Undergraduate,Alone,0.2117663129532514,30,2,4,0,3,9,10,Millennials,38,1,0,295.3131313131313,0
Undergraduate,Partner,0.31500734680745957,11,3,4,1,4,7,3,Baby Boomers,66,1,0,208.8883720930233,1
PhD,Partner,0.37442035767511855,72,8,6,4,13,6,2,Baby Boomers,63,1,0,58.8729817007535,1
Undergraduate,Partner,0.33529434264745706,39,3,4,1,4,7,3,Gen X,51,1,0,220.027397260274,1
Undergraduate,Partner,0.37510415264580615,0,4,2,1,5,4,9,Gen X,48,2,0,314.9942528735632,1
Undergraduate,Partner,0.2939424205955189,15,3,2,1,3,5,12,Gen X,47,2,0,451.9565217391304,1
PhD,Partner,0.515235349747327,12,1,2,9,13,1,9,Gen X,55,0,0,76.36501901140684,2
Undergraduate,Partner,0.33257412973924433,56,3,4,1,6,6,3,Baby Boomers,68,1,1,173.6109090909091,1
Postgraduate,Partner,0.42208570665773343,39,2,7,4,3,6,8,Baby Boomers,70,1,0,107.27768313458262,2
PhD,Alone,0.38986797869031203,55,11,8,5,9,6,9,Baby Boomers,71,1,0,34.49638989169675,1
PhD,Partner,0.23289090997194004,60,3,4,0,4,9,2,Millennials,43,1,0,203.2264150943396,0
Postgraduate,Alone,0.5386094870210317,73,1,3,10,4,2,6,Baby Boomers,72,0,3,82.9619140625,2
Postgraduate,Alone,0.19663082086511602,90,2,2,0,3,6,4,Gen X,57,1,0,773.4571428571429,0
Postgraduate,Partner,0.4507714400137081,86,1,4,4,6,2,8,Baby Boomers,68,0,0,65.40115163147793,2
Postgraduate,Partner,0.43750075381487885,37,5,6,2,6,7,12,Gen X,60,2,0,166.41772151898735,2
PhD,Partner,0.5479877463585067,7,1,6,10,6,5,9,Gen X,50,0,3,155.89946140035906,2
PhD,Partner,0.01947126482797241,29,15,0,0,0,19,6,Baby Boomers,62,2,0,447.0,0
Undergraduate,Partner,0.2176948696281234,19,1,2,0,3,7,7,Millennials,35,0,0,436.1304347826087,0
PhD,Partner,0.3920256332529646,14,3,8,1,6,6,1,Gen X,59,1,0,118.73456790123456,1
Undergraduate,Alone,0.18199208645563278,72,2,1,0,3,8,2,Millennials,37,1,0,735.5294117647059,0
Postgraduate,Alone,0.5300866296382596,56,1,5,10,12,6,9,Millennials,30,0,2,60.9941391941392,2
Undergraduate,Partner,0.1622996043815008,85,1,1,0,2,8,5,Gen X,50,1,0,1713.8461538461538,0
PhD,Partner,0.47244821449444246,62,1,4,6,10,2,10,Gen X,47,0,0,51.50535331905782,2
Undergraduate,Partner,0.4293011614902901,1,1,4,5,4,3,1,Baby Boomers,64,0,0,40.825921219822106,2
PhD,Alone,0.5274386321539271,28,1,8,4,7,4,9,Millennials,41,0,0,62.53439153439153,2
Postgraduate,Alone,0.4837765125529718,70,4,10,8,10,6,8,Gen X,54,1,2,61.04354971240756,2
Postgraduate,Alone,0.3949877155858016,84,1,2,0,4,6,11,Baby Boomers,74,3,0,565.2135922330098,1
Postgraduate,Partner,0.15310093835147123,89,1,2,0,4,7,7,Gen X,49,0,0,250.28571428571428,0
PhD,Partner,0.4614658863821592,73,1,2,8,12,1,1,Gen X,53,0,0,45.6484375,2
Undergraduate,Partner,0.37036102806406784,42,2,8,1,7,7,9,Millennials,40,1,0,92.95352839931154,1
PhD,Partner,0.45575793506518386,16,1,5,3,5,3,11,Gen X,59,1,0,74.42133620689656,2
Postgraduate,Alone,0.08003973946160213,16,1,1,0,2,6,12,Gen X,50,0,0,817.7142857142857,0
Undergraduate,Alone,0.41561602156270727,56,1,4,2,8,4,8,Gen X,46,1,0,145.81367924528303,2
Undergraduate,Partner,0.465619265080267,65,1,5,4,4,2,10,Gen X,54,1,0,73.83958333333334,2
Undergraduate,Partner,0.4560079669999127,10,1,6,6,7,4,11,Millennials,43,0,1,44.44308681672026,2
Undergraduate,Alone,0.40642359950762735,13,11,8,3,7,7,10,Gen X,52,2,1,91.78048780487804,1
Postgraduate,Partner,0.23679622473293313,78,3,2,1,3,5,9,Gen X,57,2,0,597.9818181818182,0
Undergraduate,Alone,0.24923048220334218,51,1,1,0,3,6,5,Millennials,41,1,0,1736.9,0
Postgraduate,Partner,0.22075948368182222,27,4,9,0,4,10,10,Gen X,54,1,0,83.20980926430518,0
Postgraduate,Partner,0.5253770368537967,30,1,5,10,6,2,3,Gen X,48,0,3,36.47585290208241,2
PhD,Alone,0.19360429947514704,71,2,2,0,3,6,3,Gen X,58,1,0,634.3333333333334,0
Undergraduate,Alone,0.46047083182893567,97,2,7,6,11,4,6,Baby Boomers,61,1,0,66.6653956148713,2
Undergraduate,Alone,0.312450914393407,83,2,2,0,3,6,4,Gen X,53,2,0,927.1458333333334,1
PhD,Alone,0.4063779098942963,3,6,6,2,11,6,1,Baby Boomers,77,1,0,87.88321167883211,1
Undergraduate,Alone,0.3441587342645425,71,1,1,0,3,2,4,Baby Boomers,73,1,0,1272.7692307692307,1
Postgraduate,Alone,0.17353604419458926,3,1,1,0,3,7,2,Millennials,38,0,0,554.1860465116279,0
Postgraduate,Alone,0.23789185213988356,15,3,9,1,8,9,8,Baby Boomers,66,0,0,39.58203592814371,0
Undergraduate,Partner,0.4764285316116591,52,1,3,7,9,1,1,Baby Boomers,67,0,1,48.12211221122112,2
PhD,Partner,0.4592256196436214,8,2,7,7,10,4,2,Baby Boomers,74,1,0,67.0856592877767,2
Undergraduate,Alone,0.46245995178599486,89,3,5,5,13,8,7,Gen X,50,1,0,44.04761904761905,2
PhD,Partner,0.46431038552037585,66,1,5,8,4,6,10,Millennials,41,0,0,38.64496717724289,2
PhD,Partner,0.21978258182747695,22,2,1,1,2,7,4,Gen X,56,1,1,894.0,0
PhD,Alone,0.3500853957562729,56,2,4,0,4,7,4,Gen X,57,1,0,339.7046979865772,1
Postgraduate,Alone,0.4209606098510538,74,1,5,6,11,2,5,Gen X,56,1,1,66.35517970401692,2
PhD,Alone,0.21910782493811812,48,1,1,1,3,3,5,Millennials,40,0,0,1082.071428571429,0
Undergraduate,Alone,0.3608844550619633,67,2,7,1,7,7,11,Millennials,41,1,0,116.47333333333331,1
PhD,Partner,0.3102652515911967,24,1,1,1,2,4,1,Baby Boomers,68,2,0,959.891304347826,1
PhD,Alone,0.5486963758096608,67,1,5,5,5,2,11,Gen X,54,0,1,51.10399529964747,2
Undergraduate,Partner,0.4955579537546807,38,4,9,5,7,5,9,Gen X,50,2,0,93.33170731707315,2
Undergraduate,Partner,0.2971391869934894,86,2,6,3,4,6,2,Millennials,43,1,1,110.15968586387434,1
PhD,Partner,0.44747709405601227,90,1,4,10,5,3,8,Millennials,37,0,0,31.77140169332079,2
Postgraduate,Partner,0.5558092938976389,87,1,4,7,8,1,5,Millennials,36,0,3,42.73562107298212,2
Undergraduate,Partner,0.22501368511160863,62,2,2,0,3,8,1,Millennials,40,1,0,432.75,0
Undergraduate,Alone,0.4147441843938306,23,8,10,4,6,8,6,Gen X,57,1,2,84.25,2
Undergraduate,Alone,0.4593177101524053,99,1,2,3,5,1,5,Gen X,51,0,0,87.03995006242197,2
Undergraduate,Alone,0.34124923403965446,29,2,3,1,6,6,10,Baby Boomers,76,1,0,208.3050847457627,1
Undergraduate,Partner,0.1810910276506439,52,1,1,1,2,6,9,Gen X,47,1,1,311.025,0
PhD,Alone,0.5680939321994145,90,1,4,6,4,1,3,Baby Boomers,71,0,1,53.96617210682493,2
PhD,Alone,0.673155846507137,9,0,27,0,0,1,5,Silent Generation,80,0,0,410.59205776173286,2
PhD,Partner,0.40117852691570816,71,2,3,5,8,3,6,Baby Boomers,75,1,0,116.94674556213018,1
PhD,Partner,0.3202998999868942,13,2,2,0,3,7,2,Baby Boomers,61,2,0,672.9264705882352,1
Undergraduate,Alone,0.16133683503260143,16,1,1,0,3,7,4,Millennials,42,0,0,452.0,0
Postgraduate,Partner,0.47903435470440303,94,1,4,4,6,2,3,Millennials,38,0,0,184.87405541561716,2
Undergraduate,Alone,0.2158032113436213,77,3,3,0,3,6,10,Gen X,54,1,0,764.5897435897435,0
Undergraduate,Partner,0.3198578463604595,20,2,3,1,8,4,1,Gen X,57,1,1,149.30718954248366,1
Undergraduate,Partner,0.421230748552035,51,1,3,4,6,1,5,Baby Boomers,71,0,0,64.36475409836065,2
PhD,Partner,0.40803852795721185,81,4,6,11,7,5,9,Gen X,54,1,0,58.84338521400778,1
Undergraduate,Partner,0.23913481419704835,71,1,3,0,3,7,2,Millennials,39,1,0,474.7857142857143,0
Undergraduate,Partner,0.2556457996558147,36,1,1,0,3,6,3,Baby Boomers,66,0,0,776.1086956521739,0
Postgraduate,Partner,0.22759169347337163,95,1,1,1,2,7,9,Gen X,45,1,1,618.3333333333334,0
Postgraduate,Partner,0.5759484018871649,32,0,3,5,13,0,4,Baby Boomers,65,0,0,73.28266033254157,2
Undergraduate,Alone,0.446588719366714,32,2,7,8,5,5,11,Gen X,55,1,1,45.22416107382551,2
Postgraduate,Partner,0.5164485880133228,85,1,4,6,13,2,10,Gen X,54,0,0,51.51726342710997,2
Undergraduate,Partner,0.5025234124538407,93,3,5,5,5,8,8,Gen X,58,1,2,42.90358126721763,2
PhD,Alone,0.3600772125583699,24,6,10,5,10,8,1,Baby Boomers,62,1,0,43.637729549248746,1
Undergraduate,Alone,0.3885548686100233,44,7,4,4,8,8,8,Gen X,57,1,2,137.27644230769232,1
Undergraduate,Partner,0.13756680377133665,15,1,1,0,4,6,2,Millennials,35,0,0,222.6941176470588,0
PhD,Alone,0.257881141525843,82,2,3,0,3,6,5,Millennials,44,1,0,766.7659574468086,0
Undergraduate,Alone,0.14687179113600482,27,1,2,1,4,7,2,Gen X,49,0,0,147.2992700729927,0
PhD,Partner,0.24582963072187522,72,1,1,0,2,7,12,Gen X,60,2,0,1630.0,0
Postgraduate,Alone,0.22993144228458387,7,1,1,0,4,3,6,Gen X,48,1,0,455.4,0
Postgraduate,Partner,0.4658668437886864,57,2,6,2,12,3,1,Gen X,53,1,0,78.03300330033004,2
Undergraduate,Alone,0.5696280508555851,84,0,7,9,6,4,10,Baby Boomers,69,0,4,54.4445107398568,2
Postgraduate,Alone,0.501111338469502,53,1,7,5,13,3,10,Silent Generation,82,0,1,44.72507204610951,2
Undergraduate,Alone,0.5185388641387942,48,3,11,5,11,5,1,Baby Boomers,66,2,0,67.99496221662469,2
Postgraduate,Partner,0.16536407712130682,2,1,1,0,3,5,9,Gen X,48,1,0,945.875,0
PhD,Partner,0.37747612331665586,65,3,4,2,11,8,11,Gen X,56,1,2,46.71065989847716,1
Undergraduate,Partner,0.46417023928293816,45,1,3,3,7,2,6,Gen X,55,0,0,55.16953125,2
Undergraduate,Alone,0.43258350721635436,42,1,9,3,6,5,11,Baby Boomers,68,0,0,48.53967065868263,2
Postgraduate,Partner,0.42052147876055374,29,5,9,3,7,7,6,Gen X,60,2,0,83.70360480640855,2
PhD,Partner,0.41613649690420895,83,1,2,0,4,5,11,Gen X,51,2,0,680.4065934065934,2
PhD,Partner,0.44707139118393746,93,2,4,2,7,3,9,Baby Boomers,78,1,0,162.975845410628,2
Postgraduate,Partner,0.1533584200349112,40,3,3,0,3,6,1,Millennials,43,1,0,478.6136363636364,0
Postgraduate,Partner,0.21389412079792997,47,2,3,1,2,7,4,Gen X,57,2,0,468.936507936508,0
Undergraduate,Partner,0.4922666181338595,50,2,6,6,9,3,4,Baby Boomers,74,1,0,84.24306326304107,2
Postgraduate,Partner,0.2508732040146092,40,2,1,0,3,7,9,Gen X,50,2,0,920.6315789473684,0
PhD,Alone,0.376217266298318,3,5,4,2,9,4,3,Baby Boomers,69,1,0,120.87472527472528,1
PhD,Alone,0.3724311588962426,62,3,11,2,8,8,11,Baby Boomers,76,1,0,70.13677419354839,1
Postgraduate,Partner,0.2459100993173729,25,1,0,0,3,5,3,Baby Boomers,66,1,0,2282.8,0
Undergraduate,Partner,0.18486147767986316,48,1,1,0,4,4,8,Gen X,52,1,0,668.6842105263158,0
PhD,Partner,0.4788272009956109,56,1,5,11,5,2,2,Millennials,41,0,3,48.51587301587302,2
Undergraduate,Partner,0.20539050264674055,68,1,1,0,3,8,1,Baby Boomers,75,1,0,658.6046511627907,0
Undergraduate,Alone,0.1730529419477811,64,1,1,0,3,7,8,Gen X,48,1,0,565.7857142857143,0
Undergraduate,Partner,0.4746430833363832,67,1,4,6,12,1,4,Millennials,41,0,0,66.63911845730027,2
Postgraduate,Partner,0.24783271305572732,94,2,2,2,3,7,9,Gen X,49,1,0,213.141975308642,0
Undergraduate,Alone,0.4651131526855936,82,2,3,4,10,3,2,Baby Boomers,74,0,0,55.65408805031446,2
Undergraduate,Partner,0.42342853928077234,3,2,3,8,7,2,11,Millennials,43,0,0,53.888320545609545,2
Postgraduate,Partner,0.5332811583280997,24,1,4,7,10,1,6,Gen X,51,1,0,102.80759803921568,2
Undergraduate,Alone,0.2580600181809291,54,3,3,0,3,8,3,Gen X,57,2,0,487.3648648648648,0
Undergraduate,Partner,0.2831345957762711,20,2,3,0,4,7,2,Baby Boomers,71,1,0,297.74626865671644,1
PhD,Alone,0.3532524561766429,96,1,3,1,4,5,7,Silent Generation,85,0,0,325.7388535031847,1
Undergraduate,Partner,0.38757763288758235,19,2,3,3,10,3,9,Gen X,49,1,0,101.49554367201426,1
Undergraduate,Alone,0.5179771165784759,60,1,4,4,10,1,5,Baby Boomers,74,0,0,60.532934131736525,2
PhD,Partner,0.4733886995013109,2,1,10,4,8,8,8,Gen X,49,0,0,34.57695984703633,2
PhD,Alone,0.4154632219336565,13,1,4,2,9,4,11,Baby Boomers,61,0,0,133.47300215982722,2
PhD,Alone,0.4971760982008801,37,1,1,8,7,0,5,Baby Boomers,75,0,0,68.00176991150443,2
Undergraduate,Partner,0.21344398540345527,59,1,1,0,3,6,1,Gen X,49,1,0,1473.9,0
Undergraduate,Alone,0.32798275344573,55,5,5,3,5,7,10,Baby Boomers,69,1,1,124.6631299734748,1
Undergraduate,Alone,0.5964033352040825,60,1,6,11,10,2,4,Millennials,35,0,1,62.72215025906736,2
PhD,Alone,0.3853170273296749,48,3,2,1,4,4,5,Baby Boomers,75,2,0,409.78985507246375,1
Postgraduate,Partner,0.4611252998131147,38,3,8,5,10,5,7,Gen X,60,1,0,69.22233201581028,2
PhD,Alone,0.4698305100473757,8,1,5,3,6,6,7,Baby Boomers,63,0,3,40.5832389580974,2
