Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Generation
PhD,Partner,4023.0,29.0,5.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,62.0,2.0,0.0,447.0,Baby Boomers
Undergraduate,Partner,30093.0,19.0,2.0,6.0,28.0,13.0,4.0,16.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,35.0,0.0,0.0,436.1304347826087,Millennials
PhD,Partner,57705.0,14.0,383.0,0.0,53.0,6.0,4.0,40.0,3.0,8.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,59.0,1.0,0.0,118.73456790123457,Gen X
Undergraduate,Alone,25008.0,72.0,2.0,8.0,8.0,6.0,1.0,9.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,37.0,1.0,0.0,735.5294117647059,Millennials
Postgraduate,Alone,83257.0,56.0,536.0,27.0,556.625,38.0,81.0,67.0,1.0,5.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,30.0,0.0,0.0,60.994139194139194,Millennials
Undergraduate,Partner,22280.0,85.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,50.0,1.0,0.0,969.270749587855,Gen X
PhD,Partner,72159.0,62.0,322.0,53.0,556.625,34.0,40.0,53.0,1.0,4.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,47.0,0.0,0.0,51.50535331905782,Gen X
Undergraduate,Partner,64260.0,1.0,539.0,79.5,556.625,20.0,0.0,30.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,64.0,0.0,0.0,40.825921219822106,Baby Boomers
PhD,Alone,82733.0,28.0,712.0,50.0,420.0,65.0,38.0,38.0,1.0,8.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,41.0,0.0,0.0,62.53439153439153,Millennials
Postgraduate,Alone,74290.0,70.0,1121.0,0.0,72.0,0.0,12.0,12.0,4.0,10.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,54.0,1.0,0.0,61.04354971240756,Gen X
Postgraduate,Alone,58217.0,84.0,68.0,1.0,13.0,3.0,5.0,13.0,1.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,74.0,2.5,0.0,565.2135922330098,Baby Boomers
Postgraduate,Partner,21024.0,89.0,36.0,4.0,18.0,6.0,2.0,18.0,1.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,49.0,0.0,0.0,250.28571428571428,Gen X
PhD,Partner,70116.0,73.0,707.0,44.0,556.625,95.0,58.0,29.0,1.0,2.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,53.0,0.0,0.0,45.6484375,Gen X
Undergraduate,Partner,54006.0,42.0,174.0,77.0,203.0,6.0,24.0,97.0,2.0,8.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,40.0,1.0,0.0,92.95352839931154,Millennials
PhD,Partner,69063.0,16.0,666.0,35.0,124.0,69.0,8.0,26.0,1.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,59.0,1.0,0.0,74.42133620689656,Gen X
Postgraduate,Alone,11448.0,16.0,0.0,0.0,0.0,6.0,2.0,6.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,50.0,0.0,0.0,817.7142857142857,Gen X
Undergraduate,Alone,61825.0,56.0,162.0,50.0,100.0,55.0,30.0,27.0,1.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,46.0,1.0,0.0,145.81367924528303,Gen X
Undergraduate,Partner,70886.0,65.0,407.0,70.0,239.0,103.0,81.0,53.0,1.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,54.0,1.0,0.0,73.83958333333334,Gen X
Undergraduate,Partner,69109.0,10.0,823.0,25.0,459.0,120.5,29.0,95.0,1.0,6.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,43.0,0.0,0.0,44.44308681672026,Millennials
Undergraduate,Alone,60208.0,13.0,488.0,23.0,71.0,15.0,0.0,59.0,6.0,8.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,52.0,2.0,0.0,91.78048780487805,Gen X
Postgraduate,Partner,32889.0,78.0,28.0,0.0,13.0,4.0,2.0,8.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,57.0,2.0,0.0,597.9818181818182,Gen X
Undergraduate,Alone,34738.0,51.0,3.0,2.0,10.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,41.0,1.0,0.0,969.270749587855,Millennials
Postgraduate,Partner,30538.0,27.0,284.0,0.0,52.0,8.0,3.0,20.0,4.0,9.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,54.0,1.0,0.0,83.20980926430518,Gen X
Postgraduate,Partner,82326.0,30.0,938.0,79.5,556.625,120.5,81.0,126.5,1.0,5.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,48.0,0.0,0.0,36.47585290208241,Gen X
PhD,Alone,26642.0,71.0,13.0,2.0,15.0,2.0,2.0,8.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,58.0,1.0,0.0,634.3333333333334,Gen X
Undergraduate,Alone,69932.0,97.0,412.0,79.5,153.0,120.5,81.0,57.0,2.0,7.0,6.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,61.0,1.0,0.0,66.6653956148713,Baby Boomers
Undergraduate,Alone,44503.0,83.0,31.0,1.0,8.0,0.0,0.0,8.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,53.0,2.0,0.0,927.1458333333334,Gen X
PhD,Alone,60200.0,3.0,502.0,19.0,132.0,0.0,6.0,26.0,6.0,6.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,77.0,1.0,0.0,87.88321167883211,Baby Boomers
Undergraduate,Alone,49638.0,71.0,18.0,10.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,73.0,1.0,0.0,969.270749587855,Baby Boomers
Postgraduate,Alone,23830.0,3.0,1.0,8.0,6.0,4.0,8.0,16.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,38.0,0.0,0.0,554.1860465116279,Millennials
Postgraduate,Alone,33051.0,15.0,100.0,71.0,243.0,108.0,81.0,126.5,3.0,9.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,66.0,0.0,0.0,39.58203592814371,Baby Boomers
Undergraduate,Partner,72905.0,52.0,407.0,79.5,445.0,120.5,81.0,126.5,1.0,3.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,67.0,0.0,0.0,48.12211221122112,Baby Boomers
PhD,Partner,69702.0,8.0,664.0,9.0,240.0,50.0,19.0,57.0,2.0,7.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,74.0,1.0,0.0,67.0856592877767,Baby Boomers
Undergraduate,Alone,70300.0,89.0,1045.0,61.0,338.0,60.0,46.0,46.0,3.0,5.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,50.0,1.0,0.0,44.04761904761905,Gen X
PhD,Partner,70643.0,66.0,1218.0,79.5,304.0,23.0,81.0,33.0,1.0,5.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,41.0,0.0,0.0,38.64496717724289,Millennials
PhD,Partner,30396.0,22.0,15.0,0.0,6.0,0.0,1.0,12.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,56.0,1.0,0.0,894.0,Gen X
PhD,Alone,50616.0,56.0,128.0,0.0,16.0,0.0,1.0,4.0,2.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,57.0,1.0,0.0,339.7046979865772,Gen X
Postgraduate,Alone,62772.0,74.0,581.0,49.0,157.0,43.0,8.0,108.0,1.0,5.0,6.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,56.0,1.0,0.0,66.35517970401692,Gen X
PhD,Alone,30298.0,48.0,6.0,3.0,12.0,6.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,40.0,0.0,0.0,969.270749587855,Millennials
Undergraduate,Alone,52413.0,67.0,185.0,8.0,133.0,56.0,56.0,12.0,2.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,41.0,1.0,0.0,116.47333333333333,Millennials
PhD,Partner,44155.0,24.0,22.0,1.0,9.0,0.0,0.0,14.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,68.0,2.0,0.0,959.8913043478261,Baby Boomers
PhD,Alone,86979.0,67.0,584.0,79.5,556.625,65.0,81.0,35.0,1.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,54.0,0.0,0.0,51.10399529964747,Gen X
Undergraduate,Partner,76532.0,38.0,355.0,30.0,177.0,90.0,81.0,30.0,4.0,9.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,50.0,2.0,0.0,93.33170731707317,Gen X
Undergraduate,Partner,42081.0,86.0,175.0,10.0,110.0,54.0,6.0,27.0,2.0,6.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,43.0,1.0,0.0,110.15968586387434,Millennials
PhD,Partner,67546.0,90.0,864.0,79.5,556.625,120.5,38.0,126.5,1.0,4.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,37.0,0.0,0.0,31.77140169332079,Millennials
Postgraduate,Partner,88420.0,87.0,957.0,79.5,556.625,99.0,81.0,126.5,1.0,4.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,36.0,0.0,0.0,42.73562107298212,Millennials
Undergraduate,Partner,31158.0,62.0,25.0,6.0,16.0,20.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,40.0,1.0,0.0,432.75,Millennials
Undergraduate,Alone,61671.0,23.0,641.0,7.0,56.0,0.0,0.0,28.0,6.0,10.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,57.0,1.0,0.0,84.25,Gen X
Undergraduate,Alone,69719.0,99.0,273.0,79.5,208.0,120.5,14.0,43.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,51.0,0.0,0.0,87.03995006242197,Gen X
Undergraduate,Alone,49160.0,29.0,122.0,21.0,43.0,25.0,10.0,15.0,2.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,76.0,1.0,0.0,208.3050847457627,Baby Boomers
Undergraduate,Partner,24882.0,52.0,1.0,4.0,10.0,29.0,0.0,36.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,47.0,1.0,0.0,311.025,Gen X
PhD,Alone,90933.0,90.0,1020.0,31.0,430.0,62.0,63.0,79.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,71.0,0.0,0.0,53.96617210682493,Baby Boomers
PhD,Alone,113734.0,9.0,6.0,2.0,3.0,1.0,81.0,3.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,80.0,0.0,0.0,410.59205776173286,Silent Generation
PhD,Partner,59292.0,71.0,378.0,14.0,68.0,19.0,14.0,14.0,2.0,3.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,75.0,1.0,0.0,116.94674556213018,Baby Boomers
PhD,Partner,45759.0,13.0,42.0,1.0,18.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,61.0,2.0,0.0,672.9264705882352,Baby Boomers
Undergraduate,Alone,22148.0,16.0,15.0,5.0,14.0,0.0,4.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,42.0,0.0,0.0,452.0,Millennials
Postgraduate,Partner,73395.0,94.0,272.0,7.0,80.0,20.0,7.0,11.0,1.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,38.0,0.0,0.0,184.87405541561714,Millennials
Undergraduate,Alone,29819.0,77.0,9.0,1.0,24.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,54.0,1.0,0.0,764.5897435897435,Gen X
Undergraduate,Partner,45688.0,20.0,279.0,0.0,18.0,0.0,0.0,9.0,2.0,3.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,57.0,1.0,0.0,149.30718954248366,Gen X
Undergraduate,Partner,62820.0,51.0,398.0,61.0,265.0,120.5,61.0,53.0,1.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,71.0,0.0,0.0,64.36475409836065,Baby Boomers
PhD,Partner,60491.0,81.0,637.0,47.0,237.0,12.0,19.0,76.0,4.0,6.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,54.0,1.0,0.0,58.84338521400778,Gen X
Undergraduate,Partner,33235.0,71.0,45.0,0.0,16.0,2.0,1.0,6.0,1.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,39.0,1.0,0.0,474.7857142857143,Millennials
Undergraduate,Partner,35701.0,36.0,21.0,1.0,9.0,7.0,3.0,5.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,66.0,0.0,0.0,776.1086956521739,Baby Boomers
Postgraduate,Partner,31535.0,95.0,15.0,4.0,13.0,0.0,0.0,19.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,45.0,1.0,0.0,618.3333333333334,Gen X
Postgraduate,Partner,92556.0,32.0,493.0,79.5,352.0,120.5,23.0,28.0,0.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,65.0,0.0,0.0,73.28266033254157,Baby Boomers
Undergraduate,Alone,67384.0,32.0,957.0,40.0,175.0,120.5,53.0,107.0,2.0,7.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,55.0,1.0,0.0,45.224161073825506,Gen X
Postgraduate,Partner,80573.0,85.0,829.0,79.5,430.0,60.0,81.0,15.0,1.0,4.0,6.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,54.0,0.0,0.0,51.517263427109974,Gen X
Undergraduate,Partner,77870.0,93.0,1017.0,50.0,500.0,65.0,50.0,126.5,3.0,5.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,58.0,1.0,0.0,42.90358126721763,Gen X
PhD,Alone,52278.0,24.0,953.0,0.0,71.0,0.0,0.0,126.5,6.0,10.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,62.0,1.0,0.0,43.637729549248746,Baby Boomers
Undergraduate,Alone,57107.0,44.0,159.0,0.0,120.0,0.0,0.0,126.5,6.0,4.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,57.0,1.0,0.0,137.27644230769232,Gen X
Undergraduate,Partner,18929.0,15.0,32.0,0.0,8.0,23.0,4.0,18.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,35.0,0.0,0.0,222.69411764705882,Millennials
PhD,Alone,36038.0,82.0,23.0,0.0,15.0,0.0,2.0,7.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,44.0,1.0,0.0,766.7659574468086,Millennials
Undergraduate,Alone,20180.0,27.0,18.0,42.0,24.0,15.0,20.0,18.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,49.0,0.0,0.0,147.2992700729927,Gen X
PhD,Partner,34230.0,72.0,15.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,60.0,2.0,0.0,969.270749587855,Gen X
Postgraduate,Alone,31878.0,7.0,23.0,4.0,5.0,10.0,5.0,23.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,48.0,1.0,0.0,455.4,Gen X
Postgraduate,Partner,70932.0,57.0,200.0,79.5,100.0,46.0,81.0,126.5,2.0,6.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,53.0,1.0,0.0,78.03300330033004,Gen X
Undergraduate,Alone,91249.0,84.0,1226.5,27.0,119.0,71.0,81.0,27.0,0.0,7.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,69.0,0.0,0.0,54.4445107398568,Baby Boomers
Postgraduate,Alone,77598.0,53.0,1193.0,33.0,281.0,120.5,66.0,33.0,1.0,7.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,82.0,0.0,0.0,44.72507204610951,Silent Generation
Undergraduate,Alone,80982.0,48.0,505.0,79.5,401.0,104.0,22.0,22.0,3.0,11.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,66.0,2.0,0.0,67.99496221662469,Baby Boomers
Postgraduate,Partner,22701.0,2.0,2.0,4.0,9.0,0.0,4.0,5.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,48.0,1.0,0.0,945.875,Gen X
PhD,Partner,55212.0,65.0,1103.0,0.0,45.0,0.0,0.0,34.0,3.0,4.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,56.0,1.0,0.0,46.71065989847716,Gen X
Undergraduate,Partner,70617.0,45.0,353.0,61.0,556.625,40.0,46.0,27.0,1.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,55.0,0.0,0.0,55.16953125,Gen X
Undergraduate,Alone,64849.0,42.0,652.0,48.0,350.0,94.0,81.0,108.0,1.0,9.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,68.0,0.0,0.0,48.53967065868263,Baby Boomers
Postgraduate,Partner,62694.0,29.0,379.0,6.0,157.0,25.0,81.0,91.0,5.0,9.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,60.0,2.0,0.0,83.70360480640855,Gen X
PhD,Partner,61917.0,83.0,46.0,4.0,36.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,51.0,2.0,0.0,680.4065934065934,Gen X
PhD,Partner,67472.0,93.0,162.0,31.0,127.0,8.0,17.0,69.0,2.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,78.0,1.0,0.0,162.975845410628,Baby Boomers
Postgraduate,Partner,21059.0,40.0,8.0,3.0,19.0,3.0,3.0,8.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,43.0,1.0,0.0,478.6136363636364,Millennials
Postgraduate,Partner,29543.0,47.0,17.0,3.0,18.0,3.0,4.0,18.0,2.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,57.0,2.0,0.0,468.93650793650795,Gen X
Undergraduate,Partner,75903.0,50.0,340.0,79.5,185.0,120.5,38.0,100.0,2.0,6.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,74.0,1.0,0.0,84.24306326304107,Baby Boomers
Postgraduate,Partner,34984.0,40.0,8.0,4.0,15.0,3.0,5.0,3.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,50.0,2.0,0.0,920.6315789473684,Gen X
PhD,Alone,54998.0,3.0,154.0,22.0,202.0,39.0,30.0,8.0,5.0,4.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,69.0,1.0,0.0,120.87472527472528,Baby Boomers
PhD,Alone,54356.0,62.0,710.0,15.0,30.0,20.0,0.0,0.0,3.0,11.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,76.0,1.0,0.0,70.13677419354839,Baby Boomers
Postgraduate,Partner,34242.0,25.0,8.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,66.0,1.0,0.0,969.270749587855,Baby Boomers
Undergraduate,Partner,25410.0,48.0,2.0,2.0,4.0,13.0,13.0,4.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,52.0,1.0,0.0,668.6842105263158,Gen X
PhD,Partner,73356.0,56.0,1050.0,14.0,322.0,0.0,14.0,112.0,1.0,5.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,41.0,0.0,0.0,48.51587301587302,Millennials
Undergraduate,Partner,28320.0,68.0,19.0,1.0,14.0,3.0,2.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,75.0,1.0,0.0,658.6046511627907,Baby Boomers
Undergraduate,Alone,23763.0,64.0,22.0,0.0,6.0,6.0,2.0,6.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,48.0,1.0,0.0,565.7857142857143,Gen X
Undergraduate,Partner,72570.0,67.0,274.0,79.5,216.0,120.5,81.0,126.5,1.0,4.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,41.0,0.0,0.0,66.63911845730027,Millennials
Postgraduate,Partner,34529.0,94.0,68.0,6.0,38.0,3.0,6.0,41.0,2.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,49.0,1.0,0.0,213.14197530864197,Gen X
Undergraduate,Alone,70792.0,82.0,344.0,45.0,556.625,104.0,11.0,114.0,2.0,3.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,74.0,0.0,0.0,55.65408805031446,Baby Boomers
Undergraduate,Partner,63211.0,3.0,145.0,79.5,459.0,120.5,26.0,126.5,2.0,3.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,43.0,0.0,0.0,53.888320545609545,Millennials
Postgraduate,Partner,83891.0,24.0,217.0,38.0,350.0,111.0,81.0,15.0,1.0,4.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,51.0,1.0,0.0,102.80759803921569,Gen X
Undergraduate,Alone,36065.0,54.0,18.0,7.0,34.0,10.0,2.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,57.0,2.0,0.0,487.36486486486484,Gen X
