ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Age,Childrens,customer_spending,Compaigns_Engagement,Income_to_Spending_Ratio,Generation
569,1991,Undergraduate,Alone,90273.0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,12,2013,34,0,1991,3,45.34053239578101,Millennials
4686,1962,PhD,Alone,82571.0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,4,2014,63,0,1686,1,48.974495848161325,Baby Boomers
1381,1982,PhD,Alone,38513.0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,1,2014,43,1,324,0,118.86728395061728,Millennials
2634,1979,Postgraduate,Alone,16653.0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,4,2014,46,1,69,0,241.34782608695653,Gen X
10905,1955,Undergraduate,Partner,42586.0,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,10,2012,70,2,252,0,168.9920634920635,Baby Boomers
1744,1965,Undergraduate,Alone,23529.0,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,1,2013,60,1,54,0,435.72222222222223,Gen X
1000,1961,Postgraduate,Partner,74881.0,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,3,2013,64,2,964,0,77.67738589211618,Baby Boomers
3828,1951,Undergraduate,Partner,71107.0,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,2,2013,74,1,1327,0,53.58477769404672,Baby Boomers
8605,1964,PhD,Partner,46910.0,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,3,2014,61,2,68,0,689.8529411764706,Baby Boomers
10304,1959,Undergraduate,Partner,18690.0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,12,2012,66,0,60,0,311.5,Baby Boomers
4351,1955,Undergraduate,Alone,37244.0,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,4,2013,70,2,55,1,677.1636363636363,Baby Boomers
10129,1966,Undergraduate,Partner,82427.0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,3,2014,59,0,1456,1,56.61195054945055,Gen X
2499,1958,Postgraduate,Alone,75342.0,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,5,2013,67,1,563,0,133.82238010657193,Baby Boomers
10092,1954,Undergraduate,Alone,70044.0,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,2,2013,71,1,1504,0,46.5718085106383,Baby Boomers
7500,1967,Undergraduate,Alone,79146.0,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,4,2014,58,2,564,0,140.32978723404256,Gen X
5796,1963,Undergraduate,Partner,77437.0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,11,2013,62,0,1125,1,68.83288888888889,Baby Boomers
10556,1959,Undergraduate,Partner,54984.0,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,5,2014,66,1,358,1,153.58659217877096,Baby Boomers
1064,1971,PhD,Partner,42403.0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,12,2013,54,1,42,0,1009.595238095238,Gen X
48,1964,Undergraduate,Partner,55761.0,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,4,2014,61,1,184,1,303.04891304347825,Baby Boomers
7610,1983,Undergraduate,Partner,37292.0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,4,2013,42,1,460,0,81.0695652173913,Millennials
263,1945,PhD,Alone,45576.0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,5,2014,80,0,145,0,314.3172413793104,Silent Generation
10814,1947,Undergraduate,Partner,70321.0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,1,2013,78,0,1376,0,51.10537790697674,Baby Boomers
9710,1969,PhD,Alone,58086.0,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,1,2013,56,1,792,0,73.3409090909091,Gen X
9292,1952,Undergraduate,Partner,81795.0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,10,2012,73,0,1382,0,59.18596237337192,Baby Boomers
10250,1947,Undergraduate,Partner,28389.0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,11,2012,78,0,28,0,1013.8928571428572,Baby Boomers
7881,1946,Postgraduate,Partner,66835.0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,9,2013,79,0,1033,0,64.6999031945789,Baby Boomers
5847,1969,Undergraduate,Alone,69901.0,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,5,2013,56,1,882,0,79.25283446712018,Gen X
737,1949,PhD,Partner,80360.0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,3,2013,76,0,2231,3,36.01972209771403,Baby Boomers
3571,1961,PhD,Partner,63342.0,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,10,2012,64,1,1101,1,57.53133514986376,Baby Boomers
7807,1974,Undergraduate,Partner,44989.0,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,9,2012,51,1,369,0,121.92140921409214,Gen X
3878,1980,Postgraduate,Alone,31859.0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2,2014,45,1,48,0,663.7291666666666,Gen X
5092,1949,PhD,Alone,51569.0,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,2,2013,76,1,467,1,110.42612419700214,Baby Boomers
2154,1971,Undergraduate,Alone,30372.0,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,12,2012,54,2,44,0,690.2727272727273,Gen X
5394,1979,Undergraduate,Alone,16014.0,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,3,2013,46,2,38,0,421.42105263157896,Gen X
3798,1968,Undergraduate,Partner,41120.0,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,11,2013,57,2,81,0,507.65432098765433,Gen X
3524,1971,Postgraduate,Alone,39763.0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,8,2013,54,1,167,0,238.1017964071856,Gen X
5247,1955,PhD,Partner,38725.0,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,5,2014,70,2,45,0,860.5555555555555,Baby Boomers
5883,1972,Undergraduate,Partner,77981.0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,5,2013,53,1,664,0,117.44126506024097,Gen X
2118,1964,Postgraduate,Partner,62905.0,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,9,2013,61,1,622,0,101.13344051446946,Baby Boomers
8812,1979,Postgraduate,Alone,13533.0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,3,2013,46,1,48,0,281.9375,Gen X
6616,1975,Undergraduate,Partner,59481.0,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,10,2013,50,1,461,0,129.02603036876357,Gen X
2797,1977,Undergraduate,Partner,72117.0,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,8,2013,48,1,1073,0,67.21062441752098,Gen X
4328,1986,Postgraduate,Partner,21955.0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,9,2013,39,1,55,0,399.1818181818182,Millennials
9167,1956,Undergraduate,Partner,67131.0,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,3,2013,69,1,976,0,68.78176229508196,Baby Boomers
10560,1980,PhD,Alone,36802.0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,6,2014,45,1,20,0,1840.1,Gen X
2631,1982,Undergraduate,Partner,71853.0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,5,2013,43,0,1149,0,62.53524804177545,Millennials
8312,1961,Undergraduate,Partner,28249.0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,6,2014,64,0,43,0,656.953488372093,Baby Boomers
5534,1975,Postgraduate,Partner,47808.0,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,10,2013,50,1,224,1,213.42857142857144,Gen X
5093,1974,PhD,Alone,25509.0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,9,2012,51,1,101,0,252.5643564356436,Gen X
7592,1946,PhD,Partner,51012.0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,4,2013,79,0,209,0,244.07655502392345,Baby Boomers
8895,1985,Undergraduate,Alone,70596.0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,10,2012,40,0,968,0,72.9297520661157,Millennials
8584,1952,PhD,Partner,85431.0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,6,2013,73,0,1165,0,73.331330472103,Baby Boomers
2694,1967,Undergraduate,Partner,42664.0,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,3,2014,58,1,24,0,1777.6666666666667,Gen X
8910,1955,Undergraduate,Partner,42586.0,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,10,2012,70,2,252,0,168.9920634920635,Baby Boomers
7433,1985,Undergraduate,Alone,29760.0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,8,2012,40,1,165,0,180.3636363636364,Millennials
164,1977,PhD,Partner,28973.0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,10,2012,48,0,269,0,107.70631970260224,Gen X
10477,1973,PhD,Partner,39435.0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,8,2013,52,1,102,0,386.61764705882354,Gen X
2681,1984,Postgraduate,Partner,65370.0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,8,2013,41,0,461,0,141.80043383947938,Millennials
5150,1979,Undergraduate,Alone,20194.0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,12,2012,46,1,47,0,429.6595744680851,Gen X
5283,1976,PhD,Alone,42473.0,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,2,2014,49,2,144,0,294.9513888888889,Gen X
9645,1968,Undergraduate,Partner,64590.0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,10,2012,57,0,1338,0,48.27354260089686,Gen X
10678,1959,Undergraduate,Partner,71232.0,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,11,2013,66,1,917,0,77.6793893129771,Baby Boomers
7261,1971,Undergraduate,Partner,34600.0,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,1,2013,54,2,318,0,108.80503144654088,Gen X
9648,1967,Undergraduate,Alone,46904.0,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,11,2012,58,2,253,0,185.3913043478261,Gen X
2870,1973,Undergraduate,Partner,49094.0,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,9,2012,52,1,502,0,97.796812749004,Gen X
8008,1983,Undergraduate,Partner,36075.0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,12,2013,42,1,119,0,303.1512605042017,Millennials
1513,1979,Postgraduate,Partner,60839.0,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,8,2012,46,2,1250,0,48.6712,Gen X
6173,1979,Undergraduate,Partner,77298.0,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,11,2013,46,1,969,0,79.77089783281734,Gen X
1419,1950,Undergraduate,Partner,34026.0,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,8,2013,75,2,76,0,447.7105263157895,Baby Boomers
9150,1963,PhD,Alone,48918.0,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,4,2014,62,2,62,0,789.0,Baby Boomers
7960,1962,Postgraduate,Partner,82122.0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,8,2013,63,0,1382,1,59.42257597684515,Baby Boomers
1250,1976,Undergraduate,Alone,37697.0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,2,2014,49,1,84,0,448.7738095238095,Gen X
9905,1952,Undergraduate,Partner,34074.0,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,7,2013,73,2,255,1,133.6235294117647,Baby Boomers
10691,1960,Postgraduate,Partner,28520.0,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,6,2013,65,2,43,0,663.2558139534884,Baby Boomers
7002,1955,Undergraduate,Alone,62535.0,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,10,2013,70,1,398,0,157.12311557788945,Baby Boomers
2952,1977,Postgraduate,Alone,36273.0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,4,2014,48,1,76,0,477.2763157894737,Gen X
8439,1964,Undergraduate,Partner,63404.0,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,6,2014,61,2,902,1,70.29268292682927,Baby Boomers
762,1981,Postgraduate,Partner,75774.0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,5,2014,44,1,823,0,92.0704738760632,Millennials
2831,1976,Undergraduate,Partner,78416.0,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,6,2014,49,1,1179,0,66.51060220525869,Gen X
6977,1974,Undergraduate,Partner,75702.0,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,10,2012,51,1,1921,1,39.407600208224885,Gen X
6289,1951,Postgraduate,Partner,59385.0,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,4,2013,74,2,185,0,321.0,Baby Boomers
4168,1966,Undergraduate,Alone,37070.0,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,3,2013,59,2,433,0,85.61200923787528,Gen X
8397,1951,Undergraduate,Partner,44689.0,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,1,2014,74,2,34,1,1314.3823529411766,Baby Boomers
9284,1958,Undergraduate,Partner,53977.0,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,6,2013,67,1,907,0,59.51157662624036,Baby Boomers
6237,1966,PhD,Alone,7144.0,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,12,2013,59,2,416,0,17.173076923076923,Gen X
3130,1964,Undergraduate,Alone,18701.0,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,6,2013,61,2,44,0,425.02272727272725,Baby Boomers
1619,1956,Undergraduate,Partner,90369.0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,4,2014,69,0,1588,0,56.90743073047859,Baby Boomers
1990,1974,PhD,Alone,63159.0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,11,2012,51,0,1797,1,35.14691151919867,Gen X
5513,1966,Undergraduate,Partner,37758.0,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,10,2012,59,2,40,0,943.95,Gen X
269,1963,PhD,Alone,46757.0,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,11,2012,62,1,1143,0,40.90726159230096,Baby Boomers
8093,1969,Postgraduate,Partner,79734.0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,6,2014,56,0,914,1,87.23632385120351,Gen X
10513,1992,Undergraduate,Partner,63207.0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,1,2013,33,0,1502,1,42.081890812250336,Millennials
10177,1954,Undergraduate,Alone,72071.0,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,2,2013,71,1,1338,0,53.86472346786248,Baby Boomers
2549,1983,PhD,Partner,21840.0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,7,2013,42,1,27,0,808.8888888888889,Millennials
5782,1982,Postgraduate,Partner,58582.0,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,9,2013,43,1,763,1,76.77850589777195,Millennials
10057,1951,Undergraduate,Alone,72282.0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,7,2013,74,0,1331,0,54.30653643876784,Baby Boomers
10307,1956,Undergraduate,Partner,50387.0,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,8,2013,69,2,525,0,95.9752380952381,Baby Boomers
8566,1961,PhD,Partner,32583.0,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,6,2014,64,2,9,0,3620.3333333333335,Baby Boomers
2415,1962,Undergraduate,Partner,62568.0,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,4,2014,63,1,953,1,65.65372507869884,Baby Boomers
5684,1971,Postgraduate,Alone,44635.0,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,10,2013,54,2,68,0,656.3970588235294,Gen X
8334,1971,Postgraduate,Alone,33316.0,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,10,2013,54,2,131,0,254.3206106870229,Gen X
9166,1968,Undergraduate,Partner,63967.0,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,8,2013,57,1,882,0,72.52494331065759,Gen X
1440,1978,Postgraduate,Partner,52513.0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,9,2012,47,0,1149,0,45.70322019147084,Gen X
78,1969,Undergraduate,Partner,25293.0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,9,2013,56,1,37,0,683.5945945945946,Gen X
5441,1965,PhD,Alone,54111.0,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,8,2013,60,1,388,0,139.46134020618555,Gen X
5302,1986,Undergraduate,Partner,78394.0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,2,2013,39,0,1428,0,54.897759103641455,Millennials
4687,1958,Postgraduate,Partner,80739.0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,5,2013,67,0,1633,0,49.44213104715248,Baby Boomers
1087,1975,Postgraduate,Partner,22669.0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,5,2013,50,1,173,0,131.03468208092485,Gen X
6859,1987,Undergraduate,Alone,29236.0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,10,2013,38,1,99,0,295.3131313131313,Millennials
9860,1959,Undergraduate,Partner,44911.0,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,3,2013,66,1,215,0,208.8883720930233,Baby Boomers
7129,1962,PhD,Partner,54693.0,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,2,2013,63,1,929,0,58.8729817007535,Baby Boomers
5866,1974,Undergraduate,Partner,48186.0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,3,2014,51,1,219,0,220.027397260274,Gen X
10521,1977,Undergraduate,Partner,54809.0,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,9,2013,48,2,174,0,314.9942528735632,Gen X
7393,1978,Undergraduate,Partner,41580.0,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,12,2012,47,2,92,0,451.9565217391304,Gen X
7849,1970,PhD,Partner,80336.0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,9,2013,55,0,1052,0,76.36501901140684,Gen X
332,1957,Undergraduate,Partner,47743.0,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,3,2013,68,1,275,1,173.6109090909091,Baby Boomers
9847,1955,Postgraduate,Partner,62972.0,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,8,2012,70,1,587,0,107.27768313458262,Baby Boomers
531,1954,PhD,Alone,57333.0,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,9,2012,71,1,1662,0,34.49638989169675,Baby Boomers
9576,1982,PhD,Partner,32313.0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,2,2013,43,1,159,0,203.2264150943396,Millennials
6906,1953,Postgraduate,Alone,84953.0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,6,2013,72,0,1024,3,82.9619140625,Baby Boomers
7419,1968,Postgraduate,Alone,27071.0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,4,2014,57,1,35,0,773.4571428571429,Gen X
3170,1957,Postgraduate,Partner,68148.0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,8,2013,68,0,1042,0,65.40115163147793,Baby Boomers
8527,1965,Postgraduate,Partner,65735.0,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,12,2013,60,2,395,0,166.41772151898735,Gen X
7872,1975,PhD,Partner,86836.0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,9,2012,50,0,557,3,155.89946140035906,Gen X
9931,1963,PhD,Partner,4023.0,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,6,2014,62,2,9,0,447.0,Baby Boomers
10595,1990,Undergraduate,Partner,30093.0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,7,2013,35,0,69,0,436.1304347826087,Millennials
4609,1966,PhD,Partner,57705.0,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,1,2014,59,1,486,0,118.73456790123456,Gen X
5010,1988,Undergraduate,Alone,25008.0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2,2014,37,1,34,0,735.5294117647059,Millennials
4427,1995,Postgraduate,Alone,83257.0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,9,2012,30,0,1365,2,60.9941391941392,Millennials
11148,1975,Undergraduate,Partner,22280.0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,5,2013,50,1,13,0,1713.8461538461538,Gen X
1168,1978,PhD,Partner,72159.0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,10,2012,47,0,1401,0,51.50535331905782,Gen X
9595,1961,Undergraduate,Partner,64260.0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,1,2013,64,0,1574,0,40.825921219822106,Baby Boomers
10163,1984,PhD,Alone,82733.0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,9,2013,41,0,1323,0,62.53439153439153,Millennials
2886,1971,Postgraduate,Alone,74290.0,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,8,2013,54,1,1217,2,61.04354971240756,Gen X
6710,1951,Postgraduate,Alone,58217.0,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,11,2012,74,3,103,0,565.2135922330098,Baby Boomers
5316,1976,Postgraduate,Partner,21024.0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,7,2013,49,0,84,0,250.28571428571428,Gen X
9029,1972,PhD,Partner,70116.0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,1,2013,53,0,1536,0,45.6484375,Gen X
521,1985,Undergraduate,Partner,54006.0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,9,2012,40,1,581,0,92.95352839931154,Millennials
1459,1966,PhD,Partner,69063.0,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,11,2012,59,1,928,0,74.42133620689656,Gen X
10241,1975,Postgraduate,Alone,11448.0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,12,2013,50,0,14,0,817.7142857142857,Gen X
1630,1979,Undergraduate,Alone,61825.0,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,8,2013,46,1,424,0,145.81367924528303,Gen X
