Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Age,Childrens,Spending-to-Income-Ratio,Cluster,Cluster_Category
Undergraduate,Partner,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,61,1,0.3299797349401911,1,Moderate Spenders
Undergraduate,Partner,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,42,1,1.23350852729808,0,Low Spenders
PhD,Alone,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,80,0,0.3181499034579603,0,Low Spenders
Undergraduate,Partner,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,78,0,1.9567412295047,1,Moderate Spenders
PhD,Alone,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,56,1,1.363495506662535,1,Moderate Spenders
Undergraduate,Partner,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,73,0,1.6895898282291093,1,Moderate Spenders
Undergraduate,Partner,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,78,0,0.0986297509598788,0,Low Spenders
Postgraduate,Partner,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,79,0,1.5455973666492109,1,Moderate Spenders
Undergraduate,Alone,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,56,1,1.2617845238265546,1,Moderate Spenders
PhD,Partner,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,76,0,2.776256844201095,1,Moderate Spenders
PhD,Partner,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,64,1,1.7381831959837075,1,Moderate Spenders
Undergraduate,Partner,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,51,1,0.8202004934539554,0,Low Spenders
Postgraduate,Alone,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,45,1,0.1506638626447785,0,Low Spenders
PhD,Alone,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,76,1,0.9055828113789292,0,Low Spenders
Undergraduate,Alone,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,54,2,0.1448702752535229,0,Low Spenders
Undergraduate,Alone,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,46,2,0.2372923691769701,0,Low Spenders
Undergraduate,Partner,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,57,2,0.1969844357976653,0,Low Spenders
Postgraduate,Alone,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,54,1,0.419988431456379,0,Low Spenders
PhD,Partner,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,70,2,0.1162040025823111,0,Low Spenders
Undergraduate,Partner,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,53,1,0.8514894653825931,1,Moderate Spenders
Postgraduate,Partner,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,61,1,0.9887926237977904,1,Moderate Spenders
Postgraduate,Alone,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,46,1,0.3546885391265794,0,Low Spenders
Undergraduate,Partner,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,50,1,0.7750374069030447,1,Moderate Spenders
Undergraduate,Partner,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,48,1,1.4878600052692152,1,Moderate Spenders
Postgraduate,Partner,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,39,1,0.2505124117513095,0,Low Spenders
Undergraduate,Partner,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,69,1,1.4538737691975392,1,Moderate Spenders
PhD,Alone,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,45,1,0.0543448725612738,0,Low Spenders
Undergraduate,Partner,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,43,0,1.5990981587407624,1,Moderate Spenders
Undergraduate,Partner,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,64,0,0.1522177776204467,0,Low Spenders
Postgraduate,Partner,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,50,1,0.4685408299866131,0,Low Spenders
PhD,Alone,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,51,1,0.395938688306088,0,Low Spenders
PhD,Partner,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,79,0,0.4097075197992629,0,Low Spenders
Undergraduate,Alone,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,40,0,1.371182503257975,1,Moderate Spenders
PhD,Partner,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,73,0,1.3636736079409113,1,Moderate Spenders
Undergraduate,Partner,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,58,1,0.0562535158447402,0,Low Spenders
Undergraduate,Partner,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,70,2,0.5917437655567557,0,Low Spenders
Undergraduate,Alone,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,40,1,0.5544354838709677,0,Low Spenders
PhD,Partner,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,48,0,0.9284506264453112,0,Low Spenders
PhD,Partner,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,52,1,0.2586534804108026,0,Low Spenders
Postgraduate,Partner,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,41,0,0.7052164601499158,1,Moderate Spenders
Undergraduate,Alone,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,46,1,0.2327423987322967,0,Low Spenders
PhD,Alone,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,49,2,0.3390389188425588,0,Low Spenders
Undergraduate,Partner,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,57,0,2.071528100325128,1,Moderate Spenders
Undergraduate,Partner,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,66,1,1.2873427672955975,1,Moderate Spenders
Undergraduate,Partner,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,54,2,0.9190751445086706,0,Low Spenders
Undergraduate,Alone,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,58,2,0.5393996247654784,0,Low Spenders
Undergraduate,Partner,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,52,1,1.022528211186703,0,Low Spenders
Undergraduate,Partner,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,42,1,0.3298683298683298,0,Low Spenders
Postgraduate,Partner,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,46,2,2.054603132858857,1,Moderate Spenders
Undergraduate,Partner,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,46,1,1.25359000232865,1,Moderate Spenders
Undergraduate,Partner,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,75,2,0.2233586081231999,0,Low Spenders
PhD,Alone,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,62,2,0.126742712294043,0,Low Spenders
Postgraduate,Partner,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,63,0,1.6828620832420058,1,Moderate Spenders
Undergraduate,Alone,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,49,1,0.2228294028702549,0,Low Spenders
Undergraduate,Partner,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,73,2,0.7483711921112872,0,Low Spenders
Postgraduate,Partner,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,65,2,0.1507713884992987,0,Low Spenders
Undergraduate,Alone,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,70,1,0.6364435915887103,1,Moderate Spenders
Postgraduate,Alone,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,48,1,0.2095222341686654,0,Low Spenders
Undergraduate,Partner,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,61,2,1.4226231783483692,1,Moderate Spenders
Postgraduate,Partner,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,44,1,1.0861245282022858,1,Moderate Spenders
Undergraduate,Partner,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,49,1,1.5035196898592122,1,Moderate Spenders
Undergraduate,Partner,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,51,1,2.5375815698396345,1,Moderate Spenders
Postgraduate,Partner,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,74,2,0.3115264797507788,1,Moderate Spenders
Undergraduate,Alone,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,59,2,1.1680604262206635,0,Low Spenders
Undergraduate,Partner,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,74,2,0.0760813623039226,0,Low Spenders
Undergraduate,Partner,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,67,1,1.6803453322711523,1,Moderate Spenders
PhD,Alone,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,59,2,3.5315163012940545,0,Low Spenders
Undergraduate,Alone,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,61,2,0.2352815357467515,0,Low Spenders
Undergraduate,Partner,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,69,0,1.7572397614226118,1,Moderate Spenders
PhD,Alone,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,51,0,2.845200208996342,1,Moderate Spenders
Undergraduate,Partner,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,59,2,0.1059378145028867,0,Low Spenders
PhD,Alone,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,62,1,2.444553756656757,0,Low Spenders
Postgraduate,Partner,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,56,0,1.146311485689919,1,Moderate Spenders
Undergraduate,Partner,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,33,0,2.376319078583068,1,Moderate Spenders
Undergraduate,Alone,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,71,1,1.856502615476405,1,Moderate Spenders
PhD,Partner,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,42,1,0.1236263736263736,0,Low Spenders
Postgraduate,Partner,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,43,1,1.3024478508756956,1,Moderate Spenders
Undergraduate,Alone,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,74,0,1.841398965164218,1,Moderate Spenders
Undergraduate,Partner,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,69,2,1.0419354198503583,0,Low Spenders
PhD,Partner,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,64,2,0.0276217659515698,0,Low Spenders
Undergraduate,Partner,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,63,1,1.523142820611175,1,Moderate Spenders
Postgraduate,Alone,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,54,2,0.1523468130390948,0,Low Spenders
Postgraduate,Alone,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,54,2,0.3932044663224877,0,Low Spenders
Undergraduate,Partner,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,57,1,1.3788359622930573,1,Moderate Spenders
Postgraduate,Partner,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,47,0,2.188029630758098,1,Moderate Spenders
Undergraduate,Partner,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,56,1,0.1462855335468311,0,Low Spenders
PhD,Alone,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,60,1,0.7170445935207259,1,Moderate Spenders
Undergraduate,Partner,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,39,0,1.8215679771411075,1,Moderate Spenders
Postgraduate,Partner,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,67,0,2.0225665415722265,1,Moderate Spenders
Postgraduate,Partner,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,50,1,0.7631567338656314,0,Low Spenders
Undergraduate,Alone,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,38,1,0.3386236147215761,0,Low Spenders
Undergraduate,Partner,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,66,1,0.4787245886308477,0,Low Spenders
PhD,Partner,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,63,1,1.6985720293273363,1,Moderate Spenders
Undergraduate,Partner,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,51,1,0.4544888556842236,0,Low Spenders
Undergraduate,Partner,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,48,2,0.3174661095805433,1,Moderate Spenders
Undergraduate,Partner,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,47,2,0.2212602212602212,0,Low Spenders
PhD,Partner,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,55,0,1.3095000995817567,1,Moderate Spenders
Undergraduate,Partner,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,68,1,0.5760006702553254,0,Low Spenders
Postgraduate,Partner,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,70,1,0.932160325223909,1,Moderate Spenders
PhD,Alone,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,71,1,2.898854063105018,1,Moderate Spenders
PhD,Partner,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,43,1,0.4920620183826943,0,Low Spenders
Postgraduate,Alone,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,72,0,1.2053723823761373,1,Moderate Spenders
Postgraduate,Alone,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,57,1,0.1292896457463706,0,Low Spenders
Postgraduate,Partner,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,68,0,1.5290250630979634,1,Moderate Spenders
Postgraduate,Partner,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,60,2,0.6008975431657413,1,Moderate Spenders
PhD,Partner,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,50,0,0.6414390345018195,1,Moderate Spenders
PhD,Partner,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,62,2,0.2237136465324384,0,Low Spenders
Undergraduate,Partner,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,35,0,0.2292892034692453,0,Low Spenders
PhD,Partner,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,59,1,0.842214712763192,1,Moderate Spenders
Undergraduate,Alone,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,37,1,0.1359564939219449,0,Low Spenders
Postgraduate,Alone,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,30,0,1.6395017836338086,1,Moderate Spenders
Undergraduate,Partner,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,50,1,0.0583482944344703,0,Low Spenders
PhD,Partner,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,47,0,1.941545753128508,1,Moderate Spenders
Undergraduate,Partner,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,64,0,2.4494242141300964,1,Moderate Spenders
PhD,Alone,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,41,0,1.5991200609188596,1,Moderate Spenders
Postgraduate,Alone,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,54,1,1.6381747206891908,1,Moderate Spenders
Postgraduate,Alone,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,74,3,0.1769242661078379,1,Moderate Spenders
Postgraduate,Partner,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,49,0,0.3995433789954338,0,Low Spenders
PhD,Partner,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,53,0,2.1906554851959608,1,Moderate Spenders
Undergraduate,Partner,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,40,1,1.0758063918823837,1,Moderate Spenders
PhD,Partner,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,59,1,1.343700679090106,1,Moderate Spenders
Postgraduate,Alone,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,50,0,0.1222921034241789,0,Low Spenders
Undergraduate,Alone,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,46,1,0.6858067124949454,1,Moderate Spenders
Undergraduate,Partner,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,54,1,1.3542871653076771,1,Moderate Spenders
Undergraduate,Partner,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,43,0,2.250068732003068,1,Moderate Spenders
Undergraduate,Alone,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,52,2,1.089556205155461,1,Moderate Spenders
Postgraduate,Partner,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,57,2,0.1672291647663352,0,Low Spenders
Undergraduate,Alone,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,41,1,0.0575738384478093,0,Low Spenders
Postgraduate,Partner,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,54,1,1.2017813871242389,0,Low Spenders
Postgraduate,Partner,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,48,0,2.7415397322838477,1,Moderate Spenders
PhD,Alone,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,58,1,0.1576458223857068,0,Low Spenders
Undergraduate,Alone,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,61,1,1.5000285992106617,1,Moderate Spenders
Undergraduate,Alone,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,53,2,0.1078578972204121,0,Low Spenders
PhD,Alone,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,77,1,1.137873754152824,1,Moderate Spenders
Undergraduate,Alone,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,73,1,0.0785688383899431,0,Low Spenders
Postgraduate,Alone,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,38,0,0.180444817456987,0,Low Spenders
Postgraduate,Alone,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,66,0,2.5263985961090434,0,Low Spenders
Undergraduate,Partner,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,67,0,2.078046773197997,1,Moderate Spenders
PhD,Partner,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,74,1,1.4906315457232218,1,Moderate Spenders
Undergraduate,Alone,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,50,1,2.27027027027027,1,Moderate Spenders
PhD,Partner,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,41,0,2.587659074501366,1,Moderate Spenders
PhD,Partner,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,56,1,0.1118568232662192,0,Low Spenders
PhD,Alone,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,57,1,0.2943733206891101,0,Low Spenders
Postgraduate,Alone,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,56,1,1.5070413560186071,1,Moderate Spenders
PhD,Alone,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,40,0,0.0924153409465971,0,Low Spenders
Undergraduate,Alone,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,41,1,0.8585656230324538,1,Moderate Spenders
PhD,Partner,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,68,2,0.1041784622353074,0,Low Spenders
PhD,Alone,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,54,0,1.956794168707389,1,Moderate Spenders
Undergraduate,Partner,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,50,2,1.0714472377567552,1,Moderate Spenders
Undergraduate,Partner,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,43,1,0.9077731042513248,0,Low Spenders
PhD,Partner,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,37,0,3.1474846771089333,1,Moderate Spenders
Postgraduate,Partner,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,36,0,2.3399683329563445,1,Moderate Spenders
Undergraduate,Partner,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,40,1,0.2310803004043905,0,Low Spenders
Undergraduate,Alone,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,57,1,1.1869436201780417,1,Moderate Spenders
Undergraduate,Alone,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,51,0,1.1488977179821855,1,Moderate Spenders
Undergraduate,Alone,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,76,1,0.4800650935720097,0,Low Spenders
Undergraduate,Partner,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,47,1,0.3215175628968732,0,Low Spenders
PhD,Alone,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,71,0,1.8530126576710328,1,Moderate Spenders
PhD,Alone,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,80,0,0.2435507412031582,1,Moderate Spenders
PhD,Partner,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,75,1,0.855090062740336,1,Moderate Spenders
PhD,Partner,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,61,2,0.1486046460805524,0,Low Spenders
Undergraduate,Alone,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,42,0,0.2212389380530973,0,Low Spenders
Postgraduate,Partner,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,38,0,0.5409087812521289,1,Moderate Spenders
Undergraduate,Alone,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,54,1,0.1307890942016835,0,Low Spenders
Undergraduate,Partner,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,57,1,0.6697601120644371,0,Low Spenders
Undergraduate,Partner,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,71,0,1.5536453358802929,1,Moderate Spenders
PhD,Partner,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,54,1,1.6994263609462563,1,Moderate Spenders
Undergraduate,Partner,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,39,1,0.2106213329321498,0,Low Spenders
Undergraduate,Partner,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,66,0,0.1288479314304921,0,Low Spenders
Postgraduate,Partner,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,45,1,0.1617250673854447,0,Low Spenders
Postgraduate,Partner,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,65,0,1.3645792817321405,1,Moderate Spenders
Undergraduate,Alone,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,55,1,2.2112074082868336,1,Moderate Spenders
Postgraduate,Partner,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,54,0,1.941096893500304,1,Moderate Spenders
Undergraduate,Partner,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,58,1,2.3308077565172725,1,Moderate Spenders
PhD,Alone,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,62,1,2.291594934771797,1,Moderate Spenders
Undergraduate,Alone,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,57,1,0.7284571068345387,1,Moderate Spenders
Undergraduate,Partner,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,35,0,0.4490464366844524,0,Low Spenders
PhD,Alone,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,44,1,0.1304178922248737,0,Low Spenders
Undergraduate,Alone,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,49,0,0.6788899900891973,0,Low Spenders
PhD,Partner,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,60,2,0.0613496932515337,0,Low Spenders
Postgraduate,Alone,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,48,1,0.2195871761089152,0,Low Spenders
Postgraduate,Partner,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,53,1,1.2815090509220095,1,Moderate Spenders
Undergraduate,Alone,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,69,0,1.8367324573419983,1,Moderate Spenders
Postgraduate,Alone,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,82,0,2.2358823681022706,1,Moderate Spenders
Undergraduate,Alone,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,66,2,1.4706971919685856,1,Moderate Spenders
Postgraduate,Partner,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,48,1,0.1057222148804017,0,Low Spenders
PhD,Partner,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,56,1,2.1408389480547707,1,Moderate Spenders
Undergraduate,Partner,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,55,0,1.8125947009926788,1,Moderate Spenders
Undergraduate,Alone,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,68,0,2.060170550047032,1,Moderate Spenders
Postgraduate,Partner,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,60,2,1.1946916770344849,1,Moderate Spenders
PhD,Partner,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,51,2,0.1469709449747242,1,Moderate Spenders
PhD,Partner,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,78,1,0.613587858667299,1,Moderate Spenders
Postgraduate,Partner,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,43,1,0.2089367966190227,0,Low Spenders
Postgraduate,Partner,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,57,2,0.2132484852587753,0,Low Spenders
Undergraduate,Partner,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,74,1,1.187041355414147,1,Moderate Spenders
Postgraduate,Partner,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,50,2,0.1086210839240795,0,Low Spenders
PhD,Alone,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,69,1,0.8273028110113095,1,Moderate Spenders
PhD,Alone,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,76,1,1.4257855618514976,1,Moderate Spenders
Postgraduate,Partner,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,66,1,0.0438058524618889,0,Low Spenders
Undergraduate,Partner,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,52,1,0.149547422274695,0,Low Spenders
PhD,Partner,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,41,0,2.0611810894814333,1,Moderate Spenders
Undergraduate,Partner,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,75,1,0.1518361581920904,0,Low Spenders
Undergraduate,Alone,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,48,1,0.1767453604342886,0,Low Spenders
Undergraduate,Partner,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,41,0,1.500620090946672,1,Moderate Spenders
Postgraduate,Partner,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,49,1,0.4691708419010107,0,Low Spenders
Undergraduate,Alone,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,74,0,1.7968131992315517,1,Moderate Spenders
Undergraduate,Partner,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,43,0,1.855689674265555,1,Moderate Spenders
Postgraduate,Partner,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,51,1,0.9726907534777272,1,Moderate Spenders
Undergraduate,Alone,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,57,2,0.2051850824899486,0,Low Spenders
Undergraduate,Partner,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,71,1,0.3358564339064614,0,Low Spenders
PhD,Alone,51141.0,96,144,0,7,0,0,6,1,3,1,4,5,85,0,0.306994388064371,0,Low Spenders
Undergraduate,Partner,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,49,1,0.9852649326472188,1,Moderate Spenders
Undergraduate,Alone,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,74,0,1.6519932733208034,1,Moderate Spenders
PhD,Partner,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,49,0,2.8920992603857054,1,Moderate Spenders
PhD,Alone,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,61,0,0.749215184957442,1,Moderate Spenders
PhD,Alone,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,75,0,1.470549959657479,1,Moderate Spenders
Undergraduate,Partner,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,49,1,0.0678472080873872,0,Low Spenders
Undergraduate,Alone,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,69,1,0.8021617941188987,0,Low Spenders
Undergraduate,Alone,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,35,0,1.5943330958355275,1,Moderate Spenders
PhD,Alone,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,75,2,0.2440275149864724,1,Moderate Spenders
Postgraduate,Partner,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,60,1,1.4446205016202018,1,Moderate Spenders
PhD,Alone,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,63,0,2.4640714385377427,1,Moderate Spenders
Undergraduate,Partner,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,47,2,0.1014450280664577,0,Low Spenders
